figure,,figure,year,selling_price,YoY_Growth,expected_price
Lando Calrissian (General Pilot),895,Lando Calrissian (General Pilot),2014,105.0,0.392757660167131,143.824896
Lando Calrissian (General Pilot),896,Lando Calrissian (General Pilot),2015,131.32,0.2506666666666666,146.70139392000004
Lando Calrissian (General Pilot),897,Lando Calrissian (General Pilot),2016,135.445,0.03141181845872687,149.63542179840002
Lando Calrissian (General Pilot),898,Lando Calrissian (General Pilot),2017,169.99,0.25504817453578954,152.628130234368
Lando Calrissian (General Pilot),899,Lando Calrissian (General Pilot),2018,183.635,0.08026942761338884,155.68069283905538
Lando Calrissian (General Pilot),900,Lando Calrissian (General Pilot),2019,194.89499999999998,0.06131728700955685,158.7943066958365
Lando Calrissian (General Pilot),901,Lando Calrissian (General Pilot),2020,267.45,0.37227738012776124,161.97019282975322
Lando Calrissian (General Pilot),902,Lando Calrissian (General Pilot),2021,356.66,0.33355767433165084,165.2095966863483
Lando Calrissian (General Pilot),903,Lando Calrissian (General Pilot),2022,341.36,-0.04289799809342232,168.51378862007527
Lando Calrissian (General Pilot),904,Lando Calrissian (General Pilot),2023,349.20500000000004,0.022981602999765816,171.88406439247677
Lando Calrissian (General Pilot),905,Lando Calrissian (General Pilot),2024,339.5,-0.02779169828610717,175.3217456803263
Lando Calrissian (General Pilot),906,Lando Calrissian (General Pilot),2025,305.71,-0.0995287187039765,178.82818059393284
Lando Calrissian (Skiff Guard Disguise),907,Lando Calrissian (Skiff Guard Disguise),2013,49.76,-0.8372313630564914,49.76
Lando Calrissian (Skiff Guard Disguise),908,Lando Calrissian (Skiff Guard Disguise),2014,46.02,-0.07516077170418001,50.7552
Lando Calrissian (Skiff Guard Disguise),909,Lando Calrissian (Skiff Guard Disguise),2015,52.96,0.15080399826162538,51.770303999999996
Lando Calrissian (Skiff Guard Disguise),910,Lando Calrissian (Skiff Guard Disguise),2016,57.92,0.09365558912386707,52.805710080000004
Lando Calrissian (Skiff Guard Disguise),911,Lando Calrissian (Skiff Guard Disguise),2017,68.5,0.18266574585635365,53.86182428159999
Lando Calrissian (Skiff Guard Disguise),912,Lando Calrissian (Skiff Guard Disguise),2018,76.8,0.1211678832116787,54.939060767232
Lando Calrissian (Skiff Guard Disguise),913,Lando Calrissian (Skiff Guard Disguise),2019,68.54,-0.10755208333333321,56.037841982576644
Lando Calrissian (Skiff Guard Disguise),914,Lando Calrissian (Skiff Guard Disguise),2020,76.97,0.122993872191421,57.15859882222817
Lando Calrissian (Skiff Guard Disguise),915,Lando Calrissian (Skiff Guard Disguise),2021,116.76,0.5169546576588282,58.30177079867274
Lando Calrissian (Skiff Guard Disguise),916,Lando Calrissian (Skiff Guard Disguise),2022,117.275,0.0044107571085989505,59.467806214646195
Lando Calrissian (Skiff Guard Disguise),917,Lando Calrissian (Skiff Guard Disguise),2023,122.5,0.04455340012790443,60.65716233893912
Lando Calrissian (Skiff Guard Disguise),918,Lando Calrissian (Skiff Guard Disguise),2024,94.47,-0.22881632653061224,61.8703055857179
Lando Calrissian (Skiff Guard Disguise),919,Lando Calrissian (Skiff Guard Disguise),2025,100.0,0.058537101725415486,63.10771169743226
Lando Calrissian (no teeth),920,Lando Calrissian (no teeth),2013,42.495,-0.5750500000000001,42.495
Lando Calrissian (no teeth),921,Lando Calrissian (no teeth),2014,47.43,0.1161313095658314,43.344899999999996
Lando Calrissian (no teeth),922,Lando Calrissian (no teeth),2015,56.0,0.18068732869491888,44.211797999999995
Lando Calrissian (no teeth),923,Lando Calrissian (no teeth),2016,66.35,0.18482142857142847,45.09603396000001
Lando Calrissian (no teeth),924,Lando Calrissian (no teeth),2017,55.38,-0.16533534287867357,45.997954639199996
Lando Calrissian (no teeth),925,Lando Calrissian (no teeth),2018,78.0,0.408450704225352,46.917913731984
Lando Calrissian (no teeth),926,Lando Calrissian (no teeth),2019,57.635000000000005,-0.2610897435897436,47.85627200662368
Lando Calrissian (no teeth),927,Lando Calrissian (no teeth),2020,77.125,0.3381625748243253,48.813397446756156
Lando Calrissian (no teeth),928,Lando Calrissian (no teeth),2021,125.06,0.6215235008103728,49.78966539569128
Lando Calrissian (no teeth),929,Lando Calrissian (no teeth),2022,135.0,0.07948184871261788,50.78545870360511
Lando Calrissian (no teeth),930,Lando Calrissian (no teeth),2023,144.0,0.06666666666666665,51.80116787767721
Lando Calrissian (no teeth),931,Lando Calrissian (no teeth),2024,105.16,-0.2697222222222222,52.837191235230755
Lando Calrissian (no teeth),932,Lando Calrissian (no teeth),2025,119.405,0.13546025104602522,53.893935059935366
Lando Calrissian (white teeth),933,Lando Calrissian (white teeth),2009,328.32,1.7496335999330008,328.32
Lando Calrissian (white teeth),934,Lando Calrissian (white teeth),2012,224.64,-0.3157894736842105,348.41581056000007
Lando Calrissian (white teeth),935,Lando Calrissian (white teeth),2013,39.555,-0.8239182692307692,355.3841267712
Lando Calrissian (white teeth),936,Lando Calrissian (white teeth),2014,50.99,0.28909113892049043,362.491809306624
Lando Calrissian (white teeth),937,Lando Calrissian (white teeth),2015,52.225,0.02422043537948615,369.7416454927565
Lando Calrissian (white teeth),938,Lando Calrissian (white teeth),2016,57.03,0.09200574437529907,377.1364784026116
Lando Calrissian (white teeth),939,Lando Calrissian (white teeth),2017,77.89,0.3657724004909697,384.67920797066387
Lando Calrissian (white teeth),940,Lando Calrissian (white teeth),2018,76.17,-0.02208242393118498,392.37279213007713
Lando Calrissian (white teeth),941,Lando Calrissian (white teeth),2019,78.19,0.0265196271497965,400.2202479726787
Lando Calrissian (white teeth),942,Lando Calrissian (white teeth),2020,99.13999999999999,0.26793707635247466,408.2246529321323
Lando Calrissian (white teeth),943,Lando Calrissian (white teeth),2021,129.06,0.301795440790801,416.3891459907749
Lando Calrissian (white teeth),944,Lando Calrissian (white teeth),2022,136.01999999999998,0.053928405392840384,424.71692891059047
Lando Calrissian (white teeth),945,Lando Calrissian (white teeth),2023,111.77,-0.17828260549919117,433.21126748880226
Lando Calrissian (white teeth),946,Lando Calrissian (white teeth),2024,123.03999999999999,0.10083206584951232,441.87549283857834
Lando Calrissian (white teeth),947,Lando Calrissian (white teeth),2025,99.62,-0.19034460338101422,450.71300269534987
Lobot,948,Lobot,2009,120.96,0.21421401325035117,120.96
Lobot,949,Lobot,2012,49.84,-0.5879629629629629,128.36371968
Lobot,950,Lobot,2013,35.03,-0.2971508828250402,130.9309940736
Lobot,951,Lobot,2014,48.614999999999995,0.38781044818726795,133.549613955072
Lobot,952,Lobot,2015,57.39,0.1804998457266278,136.22060623417343
Lobot,953,Lobot,2016,64.29,0.12023000522739169,138.9450183588569
Lobot,954,Lobot,2017,61.065000000000005,-0.0501633224451703,141.72391872603404
Lobot,955,Lobot,2018,59.815,-0.020469990993204124,144.55839710055474
Lobot,956,Lobot,2019,65.50999999999999,0.09521023154727071,147.44956504256584
Lobot,957,Lobot,2020,84.0,0.28224698519310043,150.39855634341714
Lobot,958,Lobot,2021,94.99,0.13083333333333336,153.40652747028548
Lobot,959,Lobot,2022,109.15,0.14906832298136652,156.47465801969122
Lobot,960,Lobot,2023,115.96,0.062391204764085995,159.60415118008504
Lobot,961,Lobot,2024,81.0,-0.3014832700931356,162.79623420368674
Lobot,962,Lobot,2025,69.99,-0.135925925925926,166.05215888776047
Logray (Ewok Medicine Man),963,Logray (Ewok Medicine Man),2013,32.22,-0.5396485212173168,32.22
Logray (Ewok Medicine Man),964,Logray (Ewok Medicine Man),2014,36.0,0.11731843575418988,32.864399999999996
Logray (Ewok Medicine Man),965,Logray (Ewok Medicine Man),2015,41.0,0.13888888888888884,33.521688
Logray (Ewok Medicine Man),966,Logray (Ewok Medicine Man),2016,46.53,0.13487804878048792,34.192121760000006
Logray (Ewok Medicine Man),967,Logray (Ewok Medicine Man),2017,47.865,0.028691166989039285,34.8759641952
Logray (Ewok Medicine Man),968,Logray (Ewok Medicine Man),2018,49.16,0.02705525958424726,35.573483479104
Logray (Ewok Medicine Man),969,Logray (Ewok Medicine Man),2019,47.465,-0.03447925142392172,36.28495314868608
Logray (Ewok Medicine Man),970,Logray (Ewok Medicine Man),2020,54.665,0.15169071947750967,37.0106522116598
Logray (Ewok Medicine Man),971,Logray (Ewok Medicine Man),2021,86.005,0.5733101618951797,37.750865255893004
Logray (Ewok Medicine Man),972,Logray (Ewok Medicine Man),2022,78.285,-0.08976222312656235,38.505882561010864
Logray (Ewok Medicine Man),973,Logray (Ewok Medicine Man),2023,87.93,0.12320367886568317,39.27600021223108
Logray (Ewok Medicine Man),974,Logray (Ewok Medicine Man),2024,77.01,-0.12418969634936883,40.0615202164757
Logray (Ewok Medicine Man),975,Logray (Ewok Medicine Man),2025,74.87,-0.027788598883261906,40.862750620805215
Luke Skywalker (Bespin Fatigues) (Brown Hair),976,Luke Skywalker (Bespin Fatigues) (Brown Hair),2012,233.14499999999998,2.1139975958327764,233.14499999999998
Luke Skywalker (Bespin Fatigues) (Brown Hair),977,Luke Skywalker (Bespin Fatigues) (Brown Hair),2013,13.1,-0.9438117909455489,237.8079
Luke Skywalker (Bespin Fatigues) (Brown Hair),978,Luke Skywalker (Bespin Fatigues) (Brown Hair),2014,88.9,5.786259541984734,242.564058
Luke Skywalker (Bespin Fatigues) (Brown Hair),979,Luke Skywalker (Bespin Fatigues) (Brown Hair),2015,71.705,-0.1934195725534309,247.41533916
Luke Skywalker (Bespin Fatigues) (Brown Hair),980,Luke Skywalker (Bespin Fatigues) (Brown Hair),2016,190.49,1.6565790391186113,252.36364594319997
Luke Skywalker (Bespin Fatigues) (Brown Hair),981,Luke Skywalker (Bespin Fatigues) (Brown Hair),2017,199.875,0.049267678093338096,257.41091886206397
Luke Skywalker (Bespin Fatigues) (Brown Hair),982,Luke Skywalker (Bespin Fatigues) (Brown Hair),2018,167.75,-0.1607254534083803,262.5591372393053
Luke Skywalker (Bespin Fatigues) (Brown Hair),983,Luke Skywalker (Bespin Fatigues) (Brown Hair),2019,122.60499999999999,-0.26912071535022364,267.8103199840914
Luke Skywalker (Bespin Fatigues) (Brown Hair),984,Luke Skywalker (Bespin Fatigues) (Brown Hair),2020,188.955,0.5411687940948577,273.1665263837732
Luke Skywalker (Bespin Fatigues) (Brown Hair),985,Luke Skywalker (Bespin Fatigues) (Brown Hair),2021,220.96,0.16937895266068637,278.6298569114487
Luke Skywalker (Bespin Fatigues) (Brown Hair),986,Luke Skywalker (Bespin Fatigues) (Brown Hair),2022,150.74,-0.31779507603186097,284.20245404967767
Luke Skywalker (Bespin Fatigues) (Brown Hair),987,Luke Skywalker (Bespin Fatigues) (Brown Hair),2023,166.67000000000002,0.10567865198354798,289.8865031306712
Luke Skywalker (Bespin Fatigues) (Brown Hair),988,Luke Skywalker (Bespin Fatigues) (Brown Hair),2024,219.5,0.31697366052678944,295.6842331932846
Luke Skywalker (Bespin Fatigues) (Brown Hair),989,Luke Skywalker (Bespin Fatigues) (Brown Hair),2025,192.5,-0.12300683371298404,301.5979178571504
Luke Skywalker (Bespin Fatigues) (Orange Hair),990,Luke Skywalker (Bespin Fatigues) (Orange Hair),2013,19.89,-0.8966753246753246,19.89
Luke Skywalker (Bespin Fatigues) (Orange Hair),991,Luke Skywalker (Bespin Fatigues) (Orange Hair),2014,59.72,2.002513826043238,20.2878
Luke Skywalker (Bespin Fatigues) (Orange Hair),992,Luke Skywalker (Bespin Fatigues) (Orange Hair),2015,44.46,-0.2555257870060281,20.693556
Luke Skywalker (Bespin Fatigues) (Orange Hair),993,Luke Skywalker (Bespin Fatigues) (Orange Hair),2016,71.665,0.6118983355825462,21.107427120000004
Luke Skywalker (Bespin Fatigues) (Orange Hair),994,Luke Skywalker (Bespin Fatigues) (Orange Hair),2017,66.08500000000001,-0.07786227586688055,21.5295756624
Luke Skywalker (Bespin Fatigues) (Orange Hair),995,Luke Skywalker (Bespin Fatigues) (Orange Hair),2018,95.0,0.43754255882575444,21.960167175648
Luke Skywalker (Bespin Fatigues) (Orange Hair),996,Luke Skywalker (Bespin Fatigues) (Orange Hair),2019,96.39,0.014631578947368329,22.39937051916096
Luke Skywalker (Bespin Fatigues) (Orange Hair),997,Luke Skywalker (Bespin Fatigues) (Orange Hair),2020,55.68,-0.4223467164643635,22.84735792954418
Luke Skywalker (Bespin Fatigues) (Orange Hair),998,Luke Skywalker (Bespin Fatigues) (Orange Hair),2021,230.515,3.1399964080459766,23.304305088135067
Luke Skywalker (Bespin Fatigues) (Orange Hair),999,Luke Skywalker (Bespin Fatigues) (Orange Hair),2022,133.0,-0.4230310391948463,23.77039118989777
Luke Skywalker (Bespin Fatigues) (Orange Hair),1000,Luke Skywalker (Bespin Fatigues) (Orange Hair),2023,146.5,0.10150375939849621,24.245799013695724
Luke Skywalker (Bespin Fatigues) (Orange Hair),1001,Luke Skywalker (Bespin Fatigues) (Orange Hair),2024,233.4,0.5931740614334471,24.730714993969638
Luke Skywalker (Bespin Fatigues) (Orange Hair),1002,Luke Skywalker (Bespin Fatigues) (Orange Hair),2025,42.0,-0.8200514138817481,25.22532929384903
Luke Skywalker (Bespin Fatigues) (Yellow Hair),1003,Luke Skywalker (Bespin Fatigues) (Yellow Hair),2013,20.96,-0.5009523809523809,20.96
Luke Skywalker (Bespin Fatigues) (Yellow Hair),1004,Luke Skywalker (Bespin Fatigues) (Yellow Hair),2014,67.995,2.2440362595419847,21.3792
Luke Skywalker (Bespin Fatigues) (Yellow Hair),1005,Luke Skywalker (Bespin Fatigues) (Yellow Hair),2015,135.64,0.9948525626884326,21.806784
Luke Skywalker (Bespin Fatigues) (Yellow Hair),1006,Luke Skywalker (Bespin Fatigues) (Yellow Hair),2016,219.16500000000002,0.6157844293718671,22.242919680000004
Luke Skywalker (Bespin Fatigues) (Yellow Hair),1007,Luke Skywalker (Bespin Fatigues) (Yellow Hair),2017,194.5,-0.11254077977779309,22.6877780736
Luke Skywalker (Bespin Fatigues) (Yellow Hair),1008,Luke Skywalker (Bespin Fatigues) (Yellow Hair),2018,121.27,-0.3765038560411311,23.141533635072
Luke Skywalker (Bespin Fatigues) (Yellow Hair),1009,Luke Skywalker (Bespin Fatigues) (Yellow Hair),2019,147.95,0.220004947637503,23.60436430777344
Luke Skywalker (Bespin Fatigues) (Yellow Hair),1010,Luke Skywalker (Bespin Fatigues) (Yellow Hair),2020,106.5,-0.28016221696519084,24.076451593928912
Luke Skywalker (Bespin Fatigues) (Yellow Hair),1011,Luke Skywalker (Bespin Fatigues) (Yellow Hair),2021,161.4,0.5154929577464789,24.55798062580749
Luke Skywalker (Bespin Fatigues) (Yellow Hair),1012,Luke Skywalker (Bespin Fatigues) (Yellow Hair),2022,261.0,0.6171003717472119,25.04914023832364
Luke Skywalker (Bespin Fatigues) (Yellow Hair),1013,Luke Skywalker (Bespin Fatigues) (Yellow Hair),2023,162.5,-0.37739463601532564,25.550123043090114
Luke Skywalker (Bespin Fatigues) (Yellow Hair),1014,Luke Skywalker (Bespin Fatigues) (Yellow Hair),2024,311.845,0.9190461538461541,26.061125503951917
Luke Skywalker (Bespin Fatigues) (Yellow Hair),1015,Luke Skywalker (Bespin Fatigues) (Yellow Hair),2025,196.65,-0.3693982587503407,26.582348014030956
Luke Skywalker (Hoth Battle Gear),1016,Luke Skywalker (Hoth Battle Gear),2012,223.8,0.13806254767353177,223.8
Luke Skywalker (Hoth Battle Gear),1017,Luke Skywalker (Hoth Battle Gear),2013,41.85,-0.8130026809651475,228.276
Luke Skywalker (Hoth Battle Gear),1018,Luke Skywalker (Hoth Battle Gear),2014,67.97,0.6241338112305854,232.84152
Luke Skywalker (Hoth Battle Gear),1019,Luke Skywalker (Hoth Battle Gear),2015,117.54,0.729292334853612,237.49835040000005
Luke Skywalker (Hoth Battle Gear),1020,Luke Skywalker (Hoth Battle Gear),2016,146.875,0.24957461289773697,242.24831740800002
Luke Skywalker (Hoth Battle Gear),1021,Luke Skywalker (Hoth Battle Gear),2017,120.05,-0.18263829787234043,247.09328375616002
Luke Skywalker (Hoth Battle Gear),1022,Luke Skywalker (Hoth Battle Gear),2018,101.955,-0.15072886297376098,252.03514943128323
Luke Skywalker (Hoth Battle Gear),1023,Luke Skywalker (Hoth Battle Gear),2019,183.75,0.8022657054582905,257.07585241990887
Luke Skywalker (Hoth Battle Gear),1024,Luke Skywalker (Hoth Battle Gear),2020,143.655,-0.21820408163265304,262.2173694683071
Luke Skywalker (Hoth Battle Gear),1025,Luke Skywalker (Hoth Battle Gear),2021,169.175,0.17764783683129726,267.46171685767325
Luke Skywalker (Hoth Battle Gear),1026,Luke Skywalker (Hoth Battle Gear),2022,154.27,-0.08810403428402547,272.8109511948267
Luke Skywalker (Hoth Battle Gear),1027,Luke Skywalker (Hoth Battle Gear),2023,222.5,0.4422765281649055,278.2671702187232
Luke Skywalker (Hoth Battle Gear),1028,Luke Skywalker (Hoth Battle Gear),2024,216.89,-0.025213483146067528,283.83251362309767
Luke Skywalker (Hoth Battle Gear),1029,Luke Skywalker (Hoth Battle Gear),2025,180.21,-0.1691179860758909,289.50916389555965
Luke Skywalker (Imperial Stormtrooper Outfit),1030,Luke Skywalker (Imperial Stormtrooper Outfit),2013,132.765,-0.2632761777925754,132.765
Luke Skywalker (Imperial Stormtrooper Outfit),1031,Luke Skywalker (Imperial Stormtrooper Outfit),2014,250.55,0.887169058110195,135.4203
Luke Skywalker (Imperial Stormtrooper Outfit),1032,Luke Skywalker (Imperial Stormtrooper Outfit),2015,292.5,0.16743165036918772,138.128706
Luke Skywalker (Imperial Stormtrooper Outfit),1033,Luke Skywalker (Imperial Stormtrooper Outfit),2016,299.99,0.025606837606837685,140.89128012
Luke Skywalker (Imperial Stormtrooper Outfit),1034,Luke Skywalker (Imperial Stormtrooper Outfit),2017,427.48,0.4249808326944231,143.70910572239998
Luke Skywalker (Imperial Stormtrooper Outfit),1035,Luke Skywalker (Imperial Stormtrooper Outfit),2018,398.59,-0.06758210910451956,146.583287836848
Luke Skywalker (Imperial Stormtrooper Outfit),1036,Luke Skywalker (Imperial Stormtrooper Outfit),2019,515.55,0.293434356105271,149.51495359358495
Luke Skywalker (Imperial Stormtrooper Outfit),1037,Luke Skywalker (Imperial Stormtrooper Outfit),2020,595.46,0.15499951508098175,152.50525266545665
Luke Skywalker (Imperial Stormtrooper Outfit),1038,Luke Skywalker (Imperial Stormtrooper Outfit),2021,1044.89,0.7547610250898467,155.5553577187658
Luke Skywalker (Imperial Stormtrooper Outfit),1039,Luke Skywalker (Imperial Stormtrooper Outfit),2022,824.86,-0.2105771899434391,158.6664648731411
Luke Skywalker (Imperial Stormtrooper Outfit),1040,Luke Skywalker (Imperial Stormtrooper Outfit),2023,808.0,-0.020439832213951514,161.83979417060394
Luke Skywalker (Imperial Stormtrooper Outfit),1041,Luke Skywalker (Imperial Stormtrooper Outfit),2024,890.0,0.10148514851485158,165.076590054016
Luke Skywalker (Imperial Stormtrooper Outfit),1042,Luke Skywalker (Imperial Stormtrooper Outfit),2025,999.99,0.12358426966292146,168.37812185509634
Luke Skywalker (Jedi Knight) (Blue saber),1043,Luke Skywalker (Jedi Knight) (Blue saber),2013,21.27,-0.978729787297873,21.27
Luke Skywalker (Jedi Knight) (Blue saber),1044,Luke Skywalker (Jedi Knight) (Blue saber),2014,66.61,2.131640808650682,21.6954
Luke Skywalker (Jedi Knight) (Blue saber),1045,Luke Skywalker (Jedi Knight) (Blue saber),2015,62.4,-0.06320372316469003,22.129307999999998
Luke Skywalker (Jedi Knight) (Blue saber),1046,Luke Skywalker (Jedi Knight) (Blue saber),2016,165.275,1.6486378205128207,22.571894160000003
Luke Skywalker (Jedi Knight) (Blue saber),1047,Luke Skywalker (Jedi Knight) (Blue saber),2017,149.29,-0.09671759189230078,23.0233320432
Luke Skywalker (Jedi Knight) (Blue saber),1048,Luke Skywalker (Jedi Knight) (Blue saber),2018,232.5,0.5573715587112333,23.483798684064
Luke Skywalker (Jedi Knight) (Blue saber),1049,Luke Skywalker (Jedi Knight) (Blue saber),2019,145.56,-0.37393548387096776,23.953474657745282
Luke Skywalker (Jedi Knight) (Blue saber),1050,Luke Skywalker (Jedi Knight) (Blue saber),2020,183.58,0.26119813135476777,24.432544150900185
Luke Skywalker (Jedi Knight) (Blue saber),1051,Luke Skywalker (Jedi Knight) (Blue saber),2021,298.4,0.6254493953589713,24.921195033918192
Luke Skywalker (Jedi Knight) (Blue saber),1052,Luke Skywalker (Jedi Knight) (Blue saber),2022,264.99,-0.11196380697050934,25.419618934596556
Luke Skywalker (Jedi Knight) (Blue saber),1053,Luke Skywalker (Jedi Knight) (Blue saber),2023,247.755,-0.0650401901958565,25.928011313288486
Luke Skywalker (Jedi Knight) (Blue saber),1054,Luke Skywalker (Jedi Knight) (Blue saber),2024,217.8,-0.12090573348671063,26.446571539554256
Luke Skywalker (Jedi Knight) (Blue saber),1055,Luke Skywalker (Jedi Knight) (Blue saber),2025,347.1,0.5936639118457301,26.975502970345342
Luke Skywalker (Jedi Knight) (Green saber),1056,Luke Skywalker (Jedi Knight) (Green saber),2011,86.4,-0.7510803802938635,86.4
Luke Skywalker (Jedi Knight) (Green saber),1057,Luke Skywalker (Jedi Knight) (Green saber),2012,84.72,-0.019444444444444486,88.12800000000001
Luke Skywalker (Jedi Knight) (Green saber),1058,Luke Skywalker (Jedi Knight) (Green saber),2013,88.83,0.0485127478753542,89.89056000000001
Luke Skywalker (Jedi Knight) (Green saber),1059,Luke Skywalker (Jedi Knight) (Green saber),2014,89.99,0.01305865135652362,91.68837120000002
Luke Skywalker (Jedi Knight) (Green saber),1060,Luke Skywalker (Jedi Knight) (Green saber),2015,139.07999999999998,0.5455050561173462,93.52213862400001
Luke Skywalker (Jedi Knight) (Green saber),1061,Luke Skywalker (Jedi Knight) (Green saber),2016,117.875,-0.1524662064998561,95.39258139648001
Luke Skywalker (Jedi Knight) (Green saber),1062,Luke Skywalker (Jedi Knight) (Green saber),2017,161.39,0.3691622481442205,97.30043302440961
Luke Skywalker (Jedi Knight) (Green saber),1063,Luke Skywalker (Jedi Knight) (Green saber),2018,199.83,0.23818080426296562,99.2464416848978
Luke Skywalker (Jedi Knight) (Green saber),1064,Luke Skywalker (Jedi Knight) (Green saber),2019,174.01,-0.1292098283541011,101.23137051859577
Luke Skywalker (Jedi Knight) (Green saber),1065,Luke Skywalker (Jedi Knight) (Green saber),2020,212.555,0.22151025803114766,103.25599792896769
Luke Skywalker (Jedi Knight) (Green saber),1066,Luke Skywalker (Jedi Knight) (Green saber),2021,314.18,0.47811154759944485,105.32111788754705
Luke Skywalker (Jedi Knight) (Green saber),1067,Luke Skywalker (Jedi Knight) (Green saber),2022,322.5,0.026481634731682524,107.42754024529798
Luke Skywalker (Jedi Knight) (Green saber),1068,Luke Skywalker (Jedi Knight) (Green saber),2023,294.57,-0.0866046511627907,109.57609105020394
Luke Skywalker (Jedi Knight) (Green saber),1069,Luke Skywalker (Jedi Knight) (Green saber),2024,251.0,-0.14791051363003693,111.76761287120803
Luke Skywalker (Jedi Knight) (Green saber),1070,Luke Skywalker (Jedi Knight) (Green saber),2025,212.2,-0.15458167330677297,114.00296512863218
Luke Skywalker (X-Wing Pilot),1071,Luke Skywalker (X-Wing Pilot),2012,160.73,-0.24255419415645618,160.73
Luke Skywalker (X-Wing Pilot),1072,Luke Skywalker (X-Wing Pilot),2013,17.04,-0.893983699371617,163.94459999999998
Luke Skywalker (X-Wing Pilot),1073,Luke Skywalker (X-Wing Pilot),2014,82.88,3.863849765258216,167.223492
Luke Skywalker (X-Wing Pilot),1074,Luke Skywalker (X-Wing Pilot),2015,208.5,1.5156853281853282,170.56796184
Luke Skywalker (X-Wing Pilot),1075,Luke Skywalker (X-Wing Pilot),2016,157.35,-0.24532374100719423,173.97932107679998
Luke Skywalker (X-Wing Pilot),1076,Luke Skywalker (X-Wing Pilot),2017,186.32999999999998,0.18417540514775976,177.458907498336
Luke Skywalker (X-Wing Pilot),1077,Luke Skywalker (X-Wing Pilot),2018,166.95499999999998,-0.10398218214994903,181.0080856483027
Luke Skywalker (X-Wing Pilot),1078,Luke Skywalker (X-Wing Pilot),2019,235.385,0.4098709233026865,184.62824736126876
Luke Skywalker (X-Wing Pilot),1079,Luke Skywalker (X-Wing Pilot),2020,153.06,-0.34974616054548924,188.32081230849417
Luke Skywalker (X-Wing Pilot),1080,Luke Skywalker (X-Wing Pilot),2021,256.99,0.6790147654514569,192.08722855466405
Luke Skywalker (X-Wing Pilot),1081,Luke Skywalker (X-Wing Pilot),2022,328.145,0.27687847776178054,195.92897312575732
Luke Skywalker (X-Wing Pilot),1082,Luke Skywalker (X-Wing Pilot),2023,347.81,0.05992777583080655,199.84755258827246
Luke Skywalker (X-Wing Pilot),1083,Luke Skywalker (X-Wing Pilot),2024,214.375,-0.3836433685057934,203.8445036400379
Luke Skywalker (X-Wing Pilot),1084,Luke Skywalker (X-Wing Pilot),2025,212.43,-0.009072886297376015,207.9213937128387
Luke Skywalker (in Battle Poncho),1085,Luke Skywalker (in Battle Poncho),2012,155.52,-0.26790001412229913,155.52
Luke Skywalker (in Battle Poncho),1086,Luke Skywalker (in Battle Poncho),2013,86.625,-0.44299768518518523,158.6304
Luke Skywalker (in Battle Poncho),1087,Luke Skywalker (in Battle Poncho),2014,103.41499999999999,0.19382395382395368,161.803008
Luke Skywalker (in Battle Poncho),1088,Luke Skywalker (in Battle Poncho),2015,142.42,0.37716965623942356,165.03906816000003
Luke Skywalker (in Battle Poncho),1089,Luke Skywalker (in Battle Poncho),2016,149.465,0.0494663670832749,168.3398495232
Luke Skywalker (in Battle Poncho),1090,Luke Skywalker (in Battle Poncho),2017,175.0,0.17084267219750449,171.70664651366403
Luke Skywalker (in Battle Poncho),1091,Luke Skywalker (in Battle Poncho),2018,224.69,0.28394285714285705,175.1407794439373
Luke Skywalker (in Battle Poncho),1092,Luke Skywalker (in Battle Poncho),2019,201.405,-0.10363167030130405,178.64359503281605
Luke Skywalker (in Battle Poncho),1093,Luke Skywalker (in Battle Poncho),2020,300.0,0.48953600953303056,182.2164669334724
Luke Skywalker (in Battle Poncho),1094,Luke Skywalker (in Battle Poncho),2021,391.625,0.30541666666666667,185.86079627214184
Luke Skywalker (in Battle Poncho),1095,Luke Skywalker (in Battle Poncho),2022,410.75,0.048834982444941,189.57801219758468
Luke Skywalker (in Battle Poncho),1096,Luke Skywalker (in Battle Poncho),2023,358.81,-0.12645161290322582,193.36957244153638
Luke Skywalker (in Battle Poncho),1097,Luke Skywalker (in Battle Poncho),2024,353.78,-0.014018561355592207,197.2369638903671
Luke Skywalker (in Battle Poncho),1098,Luke Skywalker (in Battle Poncho),2025,358.855,0.01434507320933931,201.18170316817444
Luke Skywalker Farmboy (Brown hair),1099,Luke Skywalker Farmboy (Brown hair),2013,53.27,-0.8515556422510484,53.27
Luke Skywalker Farmboy (Brown hair),1100,Luke Skywalker Farmboy (Brown hair),2014,104.27,0.9573868969401162,54.33540000000001
Luke Skywalker Farmboy (Brown hair),1101,Luke Skywalker Farmboy (Brown hair),2015,128.055,0.22810971516255885,55.422108
Luke Skywalker Farmboy (Brown hair),1102,Luke Skywalker Farmboy (Brown hair),2016,159.48,0.2454023661707858,56.53055016000001
Luke Skywalker Farmboy (Brown hair),1103,Luke Skywalker Farmboy (Brown hair),2017,214.5,0.34499623777276156,57.6611611632
Luke Skywalker Farmboy (Brown hair),1104,Luke Skywalker Farmboy (Brown hair),2018,203.64499999999998,-0.050606060606060654,58.814384386464006
Luke Skywalker Farmboy (Brown hair),1105,Luke Skywalker Farmboy (Brown hair),2019,171.5,-0.1578482162586854,59.990672074193284
Luke Skywalker Farmboy (Brown hair),1106,Luke Skywalker Farmboy (Brown hair),2020,199.08499999999998,0.16084548104956253,61.19048551567715
