figure,,figure,year,selling_price,YoY_Growth,expected_price
General Madine,613,General Madine,2014,34.96,0.09798994974874375,32.4768
General Madine,614,General Madine,2015,42.14,0.20537757437070936,33.126336
General Madine,615,General Madine,2016,45.1,0.07024205030849551,33.788862720000004
General Madine,616,General Madine,2017,45.92,0.018181818181818077,34.4646399744
General Madine,617,General Madine,2018,51.849999999999994,0.12913763066202066,35.153932773888
General Madine,618,General Madine,2019,47.935,-0.0755062680810028,35.85701142936576
General Madine,619,General Madine,2020,59.83,0.2481485344737664,36.574151657953074
General Madine,620,General Madine,2021,84.15,0.40648504094935656,37.30563469111214
General Madine,621,General Madine,2022,82.825,-0.015745692216280527,38.05174738493439
General Madine,622,General Madine,2023,88.05,0.06308481738605476,38.81278233263307
General Madine,623,General Madine,2024,82.53,-0.06269165247018738,39.589037979285735
General Madine,624,General Madine,2025,57.0,-0.3093420574336605,40.38081873887145
Greedo,625,Greedo,2013,36.78,-0.35473684210526313,36.78
Greedo,626,Greedo,2014,61.0,0.6585100598151168,37.5156
Greedo,627,Greedo,2015,188.60500000000002,2.0918852459016395,38.265912
Greedo,628,Greedo,2016,151.51,-0.19668089393176225,39.031230240000006
Greedo,629,Greedo,2017,180.43,0.19087848986865574,39.8118548448
Greedo,630,Greedo,2018,106.82499999999999,-0.40794213822535064,40.608091941696
Greedo,631,Greedo,2019,133.5,0.24970746548092682,41.420253780529926
Greedo,632,Greedo,2020,139.245,0.04303370786516858,42.24865885614052
Greedo,633,Greedo,2021,264.0,0.895938812883766,43.09363203326333
Greedo,634,Greedo,2022,199.95,-0.24261363636363642,43.9555046739286
Greedo,635,Greedo,2023,251.595,0.25828957239309824,44.834614767407174
Greedo,636,Greedo,2024,222.64,-0.11508575289652023,45.73130706275532
Greedo,637,Greedo,2025,154.32999999999998,-0.3068181818181819,46.645933204010426
Hammerhead,638,Hammerhead,2012,138.24,-0.10425711138469496,138.24
Hammerhead,639,Hammerhead,2013,39.21,-0.7163628472222222,141.00480000000002
Hammerhead,640,Hammerhead,2014,76.60499999999999,0.953710788064269,143.824896
Hammerhead,641,Hammerhead,2015,94.03999999999999,0.22759610991449652,146.70139392000004
Hammerhead,642,Hammerhead,2016,120.0,0.2760527435133986,149.63542179840002
Hammerhead,643,Hammerhead,2017,125.5,0.04583333333333339,152.628130234368
Hammerhead,644,Hammerhead,2018,85.0,-0.3227091633466136,155.68069283905538
Hammerhead,645,Hammerhead,2019,123.24000000000001,0.4498823529411766,158.7943066958365
Hammerhead,646,Hammerhead,2020,101.08,-0.17981174943200262,161.97019282975322
Hammerhead,647,Hammerhead,2021,144.99,0.4344083893945392,165.2095966863483
Hammerhead,648,Hammerhead,2022,224.99,0.5517621904958963,168.51378862007527
Hammerhead,649,Hammerhead,2023,153.5,-0.3177474554424642,171.88406439247677
Hammerhead,650,Hammerhead,2024,260.52,0.6971986970684039,175.3217456803263
Hammerhead,651,Hammerhead,2025,140.0,-0.46261323506832486,178.82818059393284
Han Solo (Bespin Outfit),652,Han Solo (Bespin Outfit),2009,138.24,-0.012571428571428456,138.24
Han Solo (Bespin Outfit),653,Han Solo (Bespin Outfit),2013,46.72,-0.6620370370370371,149.63542179840002
Han Solo (Bespin Outfit),654,Han Solo (Bespin Outfit),2014,92.79499999999999,0.9861943493150682,152.628130234368
Han Solo (Bespin Outfit),655,Han Solo (Bespin Outfit),2015,130.06,0.4015841370763513,155.68069283905538
Han Solo (Bespin Outfit),656,Han Solo (Bespin Outfit),2016,117.045,-0.1000691988313086,158.7943066958365
Han Solo (Bespin Outfit),657,Han Solo (Bespin Outfit),2017,150.515,0.2859583920714255,161.97019282975322
Han Solo (Bespin Outfit),658,Han Solo (Bespin Outfit),2018,128.22,-0.14812477161744675,165.2095966863483
Han Solo (Bespin Outfit),659,Han Solo (Bespin Outfit),2019,162.985,0.27113554827639996,168.51378862007527
Han Solo (Bespin Outfit),660,Han Solo (Bespin Outfit),2020,119.62,-0.26606742951805384,171.88406439247677
Han Solo (Bespin Outfit),661,Han Solo (Bespin Outfit),2021,226.92,0.897007189433205,175.3217456803263
Han Solo (Bespin Outfit),662,Han Solo (Bespin Outfit),2022,157.5,-0.3059227921734532,178.82818059393284
Han Solo (Bespin Outfit),663,Han Solo (Bespin Outfit),2023,199.75,0.2682539682539682,182.40474420581148
Han Solo (Bespin Outfit),664,Han Solo (Bespin Outfit),2024,186.41500000000002,-0.06675844806007503,186.05283908992772
Han Solo (Bespin Outfit),665,Han Solo (Bespin Outfit),2025,150.0,-0.19534372233994057,189.7738958717263
Han Solo (Hoth Outfit),666,Han Solo (Hoth Outfit),2012,84.79,-0.4347333333333333,84.79
Han Solo (Hoth Outfit),667,Han Solo (Hoth Outfit),2013,33.3,-0.6072650076659984,86.48580000000001
Han Solo (Hoth Outfit),668,Han Solo (Hoth Outfit),2014,73.92,1.2198198198198202,88.21551600000001
Han Solo (Hoth Outfit),669,Han Solo (Hoth Outfit),2015,146.995,0.988568722943723,89.97982632000002
Han Solo (Hoth Outfit),670,Han Solo (Hoth Outfit),2016,162.25,0.10377904010340488,91.77942284640001
Han Solo (Hoth Outfit),671,Han Solo (Hoth Outfit),2017,136.95,-0.1559322033898306,93.615011303328
Han Solo (Hoth Outfit),672,Han Solo (Hoth Outfit),2018,138.91500000000002,0.01434830230010986,95.48731152939457
Han Solo (Hoth Outfit),673,Han Solo (Hoth Outfit),2019,123.47,-0.11118309757765554,97.39705775998246
Han Solo (Hoth Outfit),674,Han Solo (Hoth Outfit),2020,120.495,-0.024094921843362704,99.34499891518212
Han Solo (Hoth Outfit),675,Han Solo (Hoth Outfit),2021,227.45,0.8876301921241543,101.33189889348576
Han Solo (Hoth Outfit),676,Han Solo (Hoth Outfit),2022,203.73,-0.10428665640800172,103.35853687135548
Han Solo (Hoth Outfit),677,Han Solo (Hoth Outfit),2023,183.995,-0.09686840426054089,105.42570760878259
Han Solo (Hoth Outfit),678,Han Solo (Hoth Outfit),2024,150.83,-0.18024946330063307,107.53422176095825
Han Solo (Hoth Outfit),679,Han Solo (Hoth Outfit),2025,179.555,0.19044619770602655,109.68490619617742
Han Solo (Large head),680,Han Solo (Large head),2012,212.99,0.18621035337361813,212.99
Han Solo (Large head),681,Han Solo (Large head),2013,43.02,-0.7980186863233015,217.24980000000002
Han Solo (Large head),682,Han Solo (Large head),2014,218.68,4.083217108321711,221.594796
Han Solo (Large head),683,Han Solo (Large head),2015,310.0,0.41759648801902327,226.02669192000005
Han Solo (Large head),684,Han Solo (Large head),2016,356.4,0.1496774193548387,230.5472257584
Han Solo (Large head),685,Han Solo (Large head),2017,345.655,-0.030148709315375943,235.158170273568
Han Solo (Large head),686,Han Solo (Large head),2018,359.92,0.041269473897383335,239.86133367903938
Han Solo (Large head),687,Han Solo (Large head),2019,381.0,0.05856857079350952,244.65856035262016
Han Solo (Large head),688,Han Solo (Large head),2020,330.6,-0.13228346456692908,249.5517315596726
Han Solo (Large head),689,Han Solo (Large head),2021,463.825,0.402979431336963,254.54276619086605
Han Solo (Large head),690,Han Solo (Large head),2022,511.03999999999996,0.10179485797445142,259.6336215146834
Han Solo (Large head),691,Han Solo (Large head),2023,408.16,-0.20131496556042572,264.82629394497707
Han Solo (Large head),692,Han Solo (Large head),2024,469.92,0.15131321050568403,270.12281982387657
Han Solo (Large head),693,Han Solo (Large head),2025,362.77,-0.22801753489955745,275.52527622035416
Han Solo (Small head),694,Han Solo (Small head),2013,54.14,-0.8507594343523445,54.14
Han Solo (Small head),695,Han Solo (Small head),2014,74.99,0.385112670853343,55.2228
Han Solo (Small head),696,Han Solo (Small head),2015,119.99,0.600080010668089,56.327256
Han Solo (Small head),697,Han Solo (Small head),2016,143.7,0.19759979998333188,57.45380112000001
Han Solo (Small head),698,Han Solo (Small head),2017,156.0,0.08559498956158662,58.6028771424
Han Solo (Small head),699,Han Solo (Small head),2018,137.5,-0.11858974358974361,59.774934685248
Han Solo (Small head),700,Han Solo (Small head),2019,142.5,0.036363636363636376,60.97043337895296
Han Solo (Small head),701,Han Solo (Small head),2020,155.33,0.09003508771929836,62.18984204653202
Han Solo (Small head),702,Han Solo (Small head),2021,245.0,0.5772870662460567,63.43363888746267
Han Solo (Small head),703,Han Solo (Small head),2022,280.0,0.1428571428571428,64.70231166521192
Han Solo (Small head),704,Han Solo (Small head),2023,179.5,-0.3589285714285714,65.99635789851617
Han Solo (Small head),705,Han Solo (Small head),2024,198.5,0.1058495821727019,67.31628505648648
Han Solo (Small head),706,Han Solo (Small head),2025,160.0,-0.19395465994962213,68.6626107576162
Han Solo (in Carbonite Chamber),707,Han Solo (in Carbonite Chamber),2009,120.96,-0.244,120.96
Han Solo (in Carbonite Chamber),708,Han Solo (in Carbonite Chamber),2012,224.64,0.8571428571428572,128.36371968
Han Solo (in Carbonite Chamber),709,Han Solo (in Carbonite Chamber),2013,106.11,-0.5276442307692307,130.9309940736
Han Solo (in Carbonite Chamber),710,Han Solo (in Carbonite Chamber),2014,132.5,0.24870417491282626,133.549613955072
Han Solo (in Carbonite Chamber),711,Han Solo (in Carbonite Chamber),2015,189.5,0.4301886792452829,136.22060623417343
Han Solo (in Carbonite Chamber),712,Han Solo (in Carbonite Chamber),2016,226.87,0.19720316622691292,138.9450183588569
Han Solo (in Carbonite Chamber),713,Han Solo (in Carbonite Chamber),2017,251.935,0.11048177370300172,141.72391872603404
Han Solo (in Carbonite Chamber),714,Han Solo (in Carbonite Chamber),2018,270.0,0.07170500327465423,144.55839710055474
Han Solo (in Carbonite Chamber),715,Han Solo (in Carbonite Chamber),2019,199.05,-0.2627777777777778,147.44956504256584
Han Solo (in Carbonite Chamber),716,Han Solo (in Carbonite Chamber),2020,337.03999999999996,0.6932429037930166,150.39855634341714
Han Solo (in Carbonite Chamber),717,Han Solo (in Carbonite Chamber),2021,380.5,0.12894611915499654,153.40652747028548
Han Solo (in Carbonite Chamber),718,Han Solo (in Carbonite Chamber),2022,499.94,0.31390275952693814,156.47465801969122
Han Solo (in Carbonite Chamber),719,Han Solo (in Carbonite Chamber),2023,399.0,-0.20190422850742085,159.60415118008504
Han Solo (in Carbonite Chamber),720,Han Solo (in Carbonite Chamber),2024,394.99,-0.010050125313283198,162.79623420368674
Han Solo (in Carbonite Chamber),721,Han Solo (in Carbonite Chamber),2025,351.49,-0.11012937036380666,166.05215888776047
Han Solo (in Trench Coat),722,Han Solo (in Trench Coat),2010,69.12,-0.8033514466983414,69.12
Han Solo (in Trench Coat),723,Han Solo (in Trench Coat),2012,58.095,-0.15950520833333337,71.912448
Han Solo (in Trench Coat),724,Han Solo (in Trench Coat),2013,14.05,-0.7581547465358465,73.35069696000002
Han Solo (in Trench Coat),725,Han Solo (in Trench Coat),2014,62.06,3.4170818505338074,74.81771089920001
Han Solo (in Trench Coat),726,Han Solo (in Trench Coat),2015,85.64500000000001,0.3800354495649372,76.314065117184
Han Solo (in Trench Coat),727,Han Solo (in Trench Coat),2016,67.0,-0.21770097495475516,77.84034641952769
Han Solo (in Trench Coat),728,Han Solo (in Trench Coat),2017,83.28,0.24298507462686558,79.39715334791825
Han Solo (in Trench Coat),729,Han Solo (in Trench Coat),2018,94.735,0.13754803073967348,80.98509641487661
Han Solo (in Trench Coat),730,Han Solo (in Trench Coat),2019,103.67,0.0943157228057212,82.60479834317415
Han Solo (in Trench Coat),731,Han Solo (in Trench Coat),2020,104.01,0.0032796373106973586,84.25689431003764
Han Solo (in Trench Coat),732,Han Solo (in Trench Coat),2021,151.375,0.4553889049129891,85.94203219623839
Han Solo (in Trench Coat),733,Han Solo (in Trench Coat),2022,153.115,0.011494632535095084,87.66087284016315
Han Solo (in Trench Coat),734,Han Solo (in Trench Coat),2023,168.155,0.09822682297619423,89.41409029696642
Han Solo (in Trench Coat),735,Han Solo (in Trench Coat),2024,143.24,-0.1481668698522196,91.20237210290574
Han Solo (in Trench Coat),736,Han Solo (in Trench Coat),2025,131.64,-0.08098296565205265,93.02641954496386
IG-88,737,IG-88,2009,159.84,0.21422060164083878,159.84
IG-88,738,IG-88,2011,103.68,-0.3513513513513513,166.297536
IG-88,739,IG-88,2012,293.76,1.833333333333333,169.62348672000002
IG-88,740,IG-88,2013,8.83,-0.9699414488017429,173.0159564544
IG-88,741,IG-88,2014,59.99,5.793884484711212,176.47627558348802
IG-88,742,IG-88,2015,101.08500000000001,0.685030838473079,180.00580109515778
IG-88,743,IG-88,2016,84.99,-0.15922243656328838,183.60591711706093
IG-88,744,IG-88,2017,134.625,0.5840098835157079,187.27803545940216
IG-88,745,IG-88,2018,101.01,-0.24969359331476315,191.02359616859022
IG-88,746,IG-88,2019,109.625,0.08528858528858518,194.84406809196201
IG-88,747,IG-88,2020,151.67,0.3835347776510831,198.74094945380125
IG-88,748,IG-88,2021,213.7,0.40898002241708986,202.71576844287728
IG-88,749,IG-88,2022,244.065,0.1420917173607863,206.77008381173485
IG-88,750,IG-88,2023,212.5,-0.12933030135414747,210.90548548796951
IG-88,751,IG-88,2024,207.75,-0.022352941176470575,215.12359519772892
IG-88,752,IG-88,2025,134.97,-0.35032490974729247,219.42606710168351
Imperial Commander,753,Imperial Commander,2009,155.52,0.15225605690153365,155.52
Imperial Commander,754,Imperial Commander,2012,86.4,-0.4444444444444444,165.03906816000003
Imperial Commander,755,Imperial Commander,2013,12.13,-0.8596064814814814,168.3398495232
Imperial Commander,756,Imperial Commander,2014,52.715,3.3458367683429513,171.70664651366403
Imperial Commander,757,Imperial Commander,2015,72.635,0.3778810585222423,175.1407794439373
Imperial Commander,758,Imperial Commander,2016,71.255,-0.018999105114614334,178.64359503281605
Imperial Commander,759,Imperial Commander,2017,67.55,-0.05199635113325374,182.2164669334724
Imperial Commander,760,Imperial Commander,2018,77.29,0.14418948926720954,185.86079627214184
Imperial Commander,761,Imperial Commander,2019,67.37,-0.12834778108422829,189.57801219758468
Imperial Commander,762,Imperial Commander,2020,82.74,0.22814309039631864,193.36957244153638
Imperial Commander,763,Imperial Commander,2021,129.89,0.5698573845781967,197.2369638903671
Imperial Commander,764,Imperial Commander,2022,124.49,-0.041573639233197235,201.18170316817444
Imperial Commander,765,Imperial Commander,2023,115.755,-0.07016627841593703,205.20533723153792
Imperial Commander,766,Imperial Commander,2024,121.82,0.05239514491814612,209.3094439761687
Imperial Commander,767,Imperial Commander,2025,110.0,-0.09702840256115575,213.49563285569207
Imperial Dignitary,768,Imperial Dignitary,2012,69.12,-0.37163636363636354,69.12
Imperial Dignitary,769,Imperial Dignitary,2013,43.510000000000005,-0.3705150462962963,70.50240000000001
Imperial Dignitary,770,Imperial Dignitary,2014,77.9,0.7903930131004366,71.912448
Imperial Dignitary,771,Imperial Dignitary,2015,104.13,0.336713735558408,73.35069696000002
Imperial Dignitary,772,Imperial Dignitary,2016,101.32,-0.026985498895611304,74.81771089920001
Imperial Dignitary,773,Imperial Dignitary,2017,123.76,0.22147651006711433,76.314065117184
Imperial Dignitary,774,Imperial Dignitary,2018,133.72,0.08047834518422747,77.84034641952769
Imperial Dignitary,775,Imperial Dignitary,2019,127.76,-0.04457074483996404,79.39715334791825
Imperial Dignitary,776,Imperial Dignitary,2020,152.28,0.1919223544145272,80.98509641487661
Imperial Dignitary,777,Imperial Dignitary,2021,226.72,0.48883635408458104,82.60479834317415
Imperial Dignitary,778,Imperial Dignitary,2022,221.81,-0.021656669019054275,84.25689431003764
Imperial Dignitary,779,Imperial Dignitary,2023,216.1,-0.025742752806455993,85.94203219623839
Imperial Dignitary,780,Imperial Dignitary,2024,219.055,0.01367422489588166,87.66087284016315
Imperial Dignitary,781,Imperial Dignitary,2025,215.5,-0.016228800986053726,89.41409029696642
Imperial Gunner,782,Imperial Gunner,2012,116.18,-0.4608816705336427,116.18
Imperial Gunner,783,Imperial Gunner,2013,75.3,-0.3518677913582373,118.5036
Imperial Gunner,784,Imperial Gunner,2014,101.91,0.353386454183267,120.873672
Imperial Gunner,785,Imperial Gunner,2015,152.59,0.4973015405750172,123.29114544000002
Imperial Gunner,786,Imperial Gunner,2016,169.5,0.11081984402647604,125.7569683488
Imperial Gunner,787,Imperial Gunner,2017,212.39,0.25303834808259573,128.272107715776
Imperial Gunner,788,Imperial Gunner,2018,243.12,0.1446866613305713,130.83754987009152
Imperial Gunner,789,Imperial Gunner,2019,263.6,0.08423823626192828,133.45430086749337
Imperial Gunner,790,Imperial Gunner,2020,297.61,0.12902124430955997,136.12338688484323
Imperial Gunner,791,Imperial Gunner,2021,451.885,0.5183797587446657,138.84585462254012
Imperial Gunner,792,Imperial Gunner,2022,455.1,0.007114641999623972,141.6227717149909
Imperial Gunner,793,Imperial Gunner,2023,375.06,-0.1758734344100198,144.45522714929072
Imperial Gunner,794,Imperial Gunner,2024,386.1,0.02943529035354353,147.34433169227654
Imperial Gunner,795,Imperial Gunner,2025,366.945,-0.04961149961149969,150.29121832612208
Imperial Stormtrooper,796,Imperial Stormtrooper,2012,79.77,-0.7826104729591629,79.77
Imperial Stormtrooper,797,Imperial Stormtrooper,2013,62.76,-0.21323805942083485,81.3654
Imperial Stormtrooper,798,Imperial Stormtrooper,2014,166.20499999999998,1.648263224984066,82.992708
Imperial Stormtrooper,799,Imperial Stormtrooper,2015,251.86,0.5153575403868718,84.65256216
Imperial Stormtrooper,800,Imperial Stormtrooper,2016,263.89,0.04776463114428631,86.34561340319999
Imperial Stormtrooper,801,Imperial Stormtrooper,2017,269.44500000000005,0.021050437682367917,88.072525671264
Imperial Stormtrooper,802,Imperial Stormtrooper,2018,179.78,-0.33277663345024044,89.83397618468928
Imperial Stormtrooper,803,Imperial Stormtrooper,2019,190.365,0.05887751696517962,91.63065570838306
Imperial Stormtrooper,804,Imperial Stormtrooper,2020,198.56,0.043048879783573524,93.46326882255073
Imperial Stormtrooper,805,Imperial Stormtrooper,2021,324.495,0.634241539081386,95.33253419900174
Imperial Stormtrooper,806,Imperial Stormtrooper,2022,267.87,-0.17450191836546014,97.23918488298179
Imperial Stormtrooper,807,Imperial Stormtrooper,2023,275.14,0.027140030611863875,99.18396858064142
Imperial Stormtrooper,808,Imperial Stormtrooper,2024,285.365,0.03716289888783897,101.16764795225424
Imperial Stormtrooper,809,Imperial Stormtrooper,2025,208.24,-0.27026790251081945,103.19100091129934
Imperial Stormtrooper (Hoth Battle Gear),810,Imperial Stormtrooper (Hoth Battle Gear),2012,121.33000000000001,-0.4173549750288129,121.33000000000001
Imperial Stormtrooper (Hoth Battle Gear),811,Imperial Stormtrooper (Hoth Battle Gear),2013,16.9,-0.8607104590785462,123.75660000000002
Imperial Stormtrooper (Hoth Battle Gear),812,Imperial Stormtrooper (Hoth Battle Gear),2014,101.39,4.999408284023669,126.23173200000001
Imperial Stormtrooper (Hoth Battle Gear),813,Imperial Stormtrooper (Hoth Battle Gear),2015,115.55000000000001,0.13965874346582519,128.75636664000004
Imperial Stormtrooper (Hoth Battle Gear),814,Imperial Stormtrooper (Hoth Battle Gear),2016,160.69,0.3906533967979229,131.33149397280002
Imperial Stormtrooper (Hoth Battle Gear),815,Imperial Stormtrooper (Hoth Battle Gear),2017,140.18,-0.12763706515651252,133.95812385225602
Imperial Stormtrooper (Hoth Battle Gear),816,Imperial Stormtrooper (Hoth Battle Gear),2018,157.875,0.12623056070766148,136.63728632930113
Imperial Stormtrooper (Hoth Battle Gear),817,Imperial Stormtrooper (Hoth Battle Gear),2019,150.745,-0.045162311955661116,139.37003205588715
Imperial Stormtrooper (Hoth Battle Gear),818,Imperial Stormtrooper (Hoth Battle Gear),2020,157.66,0.045872168231118726,142.1574326970049
Imperial Stormtrooper (Hoth Battle Gear),819,Imperial Stormtrooper (Hoth Battle Gear),2021,258.84000000000003,0.6417607509831285,145.00058135094503
Imperial Stormtrooper (Hoth Battle Gear),820,Imperial Stormtrooper (Hoth Battle Gear),2022,266.09,0.028009581208468415,147.90059297796392
Imperial Stormtrooper (Hoth Battle Gear),821,Imperial Stormtrooper (Hoth Battle Gear),2023,225.07,-0.15415836746965306,150.8586048375232
Imperial Stormtrooper (Hoth Battle Gear),822,Imperial Stormtrooper (Hoth Battle Gear),2024,271.45500000000004,0.20609143821922093,153.87577693427366
Imperial Stormtrooper (Hoth Battle Gear),823,Imperial Stormtrooper (Hoth Battle Gear),2025,198.35,-0.2693079884327053,156.95329247295916
Imperial Tie Fighter Pilot,824,Imperial Tie Fighter Pilot,2009,207.36,0.045424754222334274,207.36
Imperial Tie Fighter Pilot,825,Imperial Tie Fighter Pilot,2012,47.07,-0.7730034722222222,220.05209088000004
Imperial Tie Fighter Pilot,826,Imperial Tie Fighter Pilot,2013,30.0,-0.36265137029955385,224.4531326976
Imperial Tie Fighter Pilot,827,Imperial Tie Fighter Pilot,2014,87.52,1.9173333333333331,228.94219535155202
Imperial Tie Fighter Pilot,828,Imperial Tie Fighter Pilot,2015,121.46000000000001,0.3877970749542963,233.52103925858307
Imperial Tie Fighter Pilot,829,Imperial Tie Fighter Pilot,2016,100.41,-0.17330808496624406,238.19146004375472
Imperial Tie Fighter Pilot,830,Imperial Tie Fighter Pilot,2017,125.875,0.25361019818743147,242.95528924462985
Imperial Tie Fighter Pilot,831,Imperial Tie Fighter Pilot,2018,115.49,-0.0825024826216485,247.81439502952244
Imperial Tie Fighter Pilot,832,Imperial Tie Fighter Pilot,2019,106.215,-0.08030998354835905,252.77068293011288
Imperial Tie Fighter Pilot,833,Imperial Tie Fighter Pilot,2020,147.865,0.39212917196252883,257.82609658871513
Imperial Tie Fighter Pilot,834,Imperial Tie Fighter Pilot,2021,178.16500000000002,0.20491664694146694,262.98261852048944
Imperial Tie Fighter Pilot,835,Imperial Tie Fighter Pilot,2022,198.29,0.11295709033760826,268.24227089089925
Imperial Tie Fighter Pilot,836,Imperial Tie Fighter Pilot,2023,150.39,-0.24156538403348637,273.60711630871725
Imperial Tie Fighter Pilot,837,Imperial Tie Fighter Pilot,2024,173.88,0.15619389587073607,279.0792586348916
Imperial Tie Fighter Pilot,838,Imperial Tie Fighter Pilot,2025,141.91500000000002,-0.18383367839889564,284.6608438075894
Jawa (Cloth cape),839,Jawa (Cloth cape),2012,96.07,-0.3230454849733997,96.07
Jawa (Cloth cape),840,Jawa (Cloth cape),2013,39.6,-0.5878005620901425,97.9914
Jawa (Cloth cape),841,Jawa (Cloth cape),2014,136.75,2.4532828282828283,99.95122799999999
Jawa (Cloth cape),842,Jawa (Cloth cape),2015,187.76999999999998,0.37308957952468,101.95025256000001
Jawa (Cloth cape),843,Jawa (Cloth cape),2016,174.2,-0.07226926559088243,103.98925761119999
Jawa (Cloth cape),844,Jawa (Cloth cape),2017,164.06,-0.058208955223880476,106.069042763424
Jawa (Cloth cape),845,Jawa (Cloth cape),2018,182.51,0.11245885651590881,108.19042361869248
Jawa (Cloth cape),846,Jawa (Cloth cape),2019,203.5,0.11500739685496697,110.35423209106632
Jawa (Cloth cape),847,Jawa (Cloth cape),2020,246.975,0.21363636363636362,112.56131673288766
Jawa (Cloth cape),848,Jawa (Cloth cape),2021,353.04999999999995,0.42949691264297996,114.81254306754542
Jawa (Cloth cape),849,Jawa (Cloth cape),2022,326.67,-0.07472029457583895,117.10879392889633
Jawa (Cloth cape),850,Jawa (Cloth cape),2023,299.99,-0.08167263599351027,119.45096980747425
Jawa (Cloth cape),851,Jawa (Cloth cape),2024,294.05,-0.01980066002200076,121.83998920362373
Jawa (Cloth cape),852,Jawa (Cloth cape),2025,273.52,-0.06981805815337538,124.27678898769622
Jawa (Vinyl cape),853,Jawa (Vinyl cape),2013,744.64,1.7224334600760458,744.64
Jawa (Vinyl cape),854,Jawa (Vinyl cape),2014,835.0,0.12134722819080368,759.5328
Jawa (Vinyl cape),855,Jawa (Vinyl cape),2015,1125.0,0.34730538922155696,774.7234559999999
Jawa (Vinyl cape),856,Jawa (Vinyl cape),2016,1430.85,0.2718666666666665,790.2179251200001
Jawa (Vinyl cape),857,Jawa (Vinyl cape),2017,1825.0,0.27546563231645527,806.0222836224
Jawa (Vinyl cape),858,Jawa (Vinyl cape),2018,1475.0,-0.1917808219178082,822.142729294848
Jawa (Vinyl cape),859,Jawa (Vinyl cape),2019,1370.915,-0.07056610169491528,838.585583880745
Jawa (Vinyl cape),860,Jawa (Vinyl cape),2020,1947.63,0.420678889646696,855.3572955583599
Jawa (Vinyl cape),861,Jawa (Vinyl cape),2021,2299.99,0.18091732002485061,872.4644414695272
Jawa (Vinyl cape),862,Jawa (Vinyl cape),2022,2365.24,0.02836968856386335,889.9137302989177
Jawa (Vinyl cape),863,Jawa (Vinyl cape),2023,2858.88,0.20870609325057932,907.712004904896
Jawa (Vinyl cape),864,Jawa (Vinyl cape),2024,2757.0299999999997,-0.035625839489590416,925.866245002994
Jawa (Vinyl cape),865,Jawa (Vinyl cape),2025,2531.0,-0.0819831485330228,944.3835699030539
Klaatu,866,Klaatu,2012,43.2,-0.9829316475701304,43.2
Klaatu,867,Klaatu,2013,6.145,-0.8577546296296297,44.06400000000001
Klaatu,868,Klaatu,2014,34.644999999999996,4.637917005695687,44.945280000000004
Klaatu,869,Klaatu,2015,36.545,0.05484196853802881,45.84418560000001
Klaatu,870,Klaatu,2016,40.88,0.11862087836913404,46.761069312000004
Klaatu,871,Klaatu,2017,48.82,0.19422700587084152,47.696290698240006
Klaatu,872,Klaatu,2018,47.06,-0.036050798852929056,48.65021651220481
Klaatu,873,Klaatu,2019,45.705,-0.028793030174245726,49.6232208424489
Klaatu,874,Klaatu,2020,54.68,0.1963680122524889,50.615685259297884
Klaatu,875,Klaatu,2021,73.42,0.34272128749085584,51.627998964483844
Klaatu,876,Klaatu,2022,74.99,0.021383819122854808,52.66055894377352
Klaatu,877,Klaatu,2023,81.67,0.08907854380584079,53.71377012264899
Klaatu,878,Klaatu,2024,67.16499999999999,-0.17760499571446076,54.78804552510197
Klaatu,879,Klaatu,2025,70.44,0.04876051514925939,55.883806435604015
Klaatu (in Skiff Guard Outfit),880,Klaatu (in Skiff Guard Outfit),2013,33.75,-0.5208688245315162,33.75
Klaatu (in Skiff Guard Outfit),881,Klaatu (in Skiff Guard Outfit),2014,33.59,-0.004740740740740601,34.425
Klaatu (in Skiff Guard Outfit),882,Klaatu (in Skiff Guard Outfit),2015,42.38,0.26168502530515036,35.1135
Klaatu (in Skiff Guard Outfit),883,Klaatu (in Skiff Guard Outfit),2016,44.73,0.055450684285039964,35.81577000000001
Klaatu (in Skiff Guard Outfit),884,Klaatu (in Skiff Guard Outfit),2017,48.04,0.07399955287279236,36.5320854
Klaatu (in Skiff Guard Outfit),885,Klaatu (in Skiff Guard Outfit),2018,47.43,-0.0126977518734388,37.262727108
Klaatu (in Skiff Guard Outfit),886,Klaatu (in Skiff Guard Outfit),2019,52.025000000000006,0.09687961205987783,38.007981650160005
Klaatu (in Skiff Guard Outfit),887,Klaatu (in Skiff Guard Outfit),2020,49.08,-0.056607400288323007,38.7681412831632
Klaatu (in Skiff Guard Outfit),888,Klaatu (in Skiff Guard Outfit),2021,74.83,0.5246536267318664,39.54350410882647
Klaatu (in Skiff Guard Outfit),889,Klaatu (in Skiff Guard Outfit),2022,86.77,0.15956167312575165,40.334374191003
Klaatu (in Skiff Guard Outfit),890,Klaatu (in Skiff Guard Outfit),2023,74.10499999999999,-0.14596058545580282,41.14106167482306
Klaatu (in Skiff Guard Outfit),891,Klaatu (in Skiff Guard Outfit),2024,79.41,0.07158761217191834,41.96388290831952
Klaatu (in Skiff Guard Outfit),892,Klaatu (in Skiff Guard Outfit),2025,72.0,-0.09331318473743855,42.80316056648591
Lando Calrissian (General Pilot),893,Lando Calrissian (General Pilot),2012,138.24,0.9200000000000002,138.24
Lando Calrissian (General Pilot),894,Lando Calrissian (General Pilot),2013,75.39,-0.4546440972222222,141.00480000000002
