Card ID,Card Name,Illustrator,Rarity,Release Date,Set Name,Date,Boxonly,Cib,Graded,Manualonly,New,Used
715647,Pikachu Base Set,Mitsuhiro Arita,Common,"January 9, 1999",Base Set,2023-03-01,86070,10000,27152,116350,15000,6950
715647,Pikachu Base Set,Mitsuhiro Arita,Common,"January 9, 1999",Base Set,2023-04-01,50174,10271,26220,133136,14575,8275
715647,Pikachu Base Set,Mitsuhiro Arita,Common,"January 9, 1999",Base Set,2023-05-01,39000,10317,26509,129747,15000,4000
715647,Pikachu Base Set,Mitsuhiro Arita,Common,"January 9, 1999",Base Set,2023-06-01,39000,9280,24346,128859,16500,5900
715647,Pikachu Base Set,Mitsuhiro Arita,Common,"January 9, 1999",Base Set,2023-07-01,39000,10214,22330,128192,15076,7848
715647,Pikachu Base Set,Mitsuhiro Arita,Common,"January 9, 1999",Base Set,2023-08-01,39000,10325,25947,132913,14407,3394
715647,Pikachu Base Set,Mitsuhiro Arita,Common,"January 9, 1999",Base Set,2023-09-01,52214,10873,27377,135000,12750,4225
715647,Pikachu Base Set,Mitsuhiro Arita,Common,"January 9, 1999",Base Set,2023-10-01,52650,10625,24882,130000,13717,4809
715647,Pikachu Base Set,Mitsuhiro Arita,Common,"January 9, 1999",Base Set,2023-11-01,52775,10625,23125,130000,13150,9900
715647,Pikachu Base Set,Mitsuhiro Arita,Common,"January 9, 1999",Base Set,2023-12-01,52775,10625,24000,137327,13175,8314
715647,Pikachu Base Set,Mitsuhiro Arita,Common,"January 9, 1999",Base Set,2024-01-01,52775,11000,22625,142844,13175,7064
715647,Pikachu Base Set,Mitsuhiro Arita,Common,"January 9, 1999",Base Set,2024-02-01,52775,12914,22794,119015,12947,8890
715647,Pikachu Base Set,Mitsuhiro Arita,Common,"January 9, 1999",Base Set,2024-03-01,53341,10903,23990,129950,14101,7367
715647,Pikachu Base Set,Mitsuhiro Arita,Common,"January 9, 1999",Base Set,2024-04-01,54025,11000,24186,124950,13570,6297
715647,Pikachu Base Set,Mitsuhiro Arita,Common,"January 9, 1999",Base Set,2024-05-01,54166,10000,24949,129574,13452,8951
715647,Pikachu Base Set,Mitsuhiro Arita,Common,"January 9, 1999",Base Set,2024-06-01,54285,10311,24325,123823,13452,6731
715647,Pikachu Base Set,Mitsuhiro Arita,Common,"January 9, 1999",Base Set,2024-07-01,54390,10999,23846,121007,14325,7178
715647,Pikachu Base Set,Mitsuhiro Arita,Common,"January 9, 1999",Base Set,2024-08-01,54499,9920,24575,130000,14654,7300
715647,Pikachu Base Set,Mitsuhiro Arita,Common,"January 9, 1999",Base Set,2024-09-01,54582,10250,26520,131850,14022,5924
715647,Pikachu Base Set,Mitsuhiro Arita,Common,"January 9, 1999",Base Set,2024-10-01,46824,10250,27060,129341,13710,6332
715647,Pikachu Base Set,Mitsuhiro Arita,Common,"January 9, 1999",Base Set,2024-11-01,39123,10914,23957,120946,15500,8839
715647,Pikachu Base Set,Mitsuhiro Arita,Common,"January 9, 1999",Base Set,2024-12-01,39002,11175,25258,124524,15750,7834
715647,Pikachu Base Set,Mitsuhiro Arita,Common,"January 9, 1999",Base Set,2025-01-01,35950,11587,24350,137500,17272,8950
715647,Pikachu Base Set,Mitsuhiro Arita,Common,"January 9, 1999",Base Set,2025-02-01,35950,11908,24038,144500,17500,9500
715647,Pikachu Base Set,Mitsuhiro Arita,Common,"January 9, 1999",Base Set,2025-03-01,39500,13450,35950,150148,18130,8453
715647,Pikachu Base Set,Mitsuhiro Arita,Common,"January 9, 1999",Base Set,2025-04-01,39900,14125,27097,152568,17926,9879
715647,Pikachu Base Set,Mitsuhiro Arita,Common,"January 9, 1999",Base Set,2025-05-01,39900,12836,29154,179193,17500,8350
715647,Pikachu Base Set,Mitsuhiro Arita,Common,"January 9, 1999",Base Set,2025-06-01,39900,13350,30750,193300,17825,9500
715647,Pikachu Base Set,Mitsuhiro Arita,Common,"January 9, 1999",Base Set,2025-07-01,39900,12675,31250,192508,17500,11385
715647,Pikachu Base Set,Mitsuhiro Arita,Common,"January 9, 1999",Base Set,2025-08-01,44600,12500,40500,167272,18841,8550
715647,Pikachu Base Set,Mitsuhiro Arita,Common,"January 9, 1999",Base Set,2025-09-01,47400,12000,43118,254115,19037,10794
715647,Pikachu Base Set,Mitsuhiro Arita,Common,"January 9, 1999",Base Set,2025-10-01,55561,12000,43600,258648,20973,10397
715599,Mewtwo Base Set,Ken Sugimori,Rare Holo,"January 9, 1999",Base Set,2021-01-01,800000,0,325000,1760000,125500,23667
715599,Mewtwo Base Set,Ken Sugimori,Rare Holo,"January 9, 1999",Base Set,2021-02-01,800000,95800,362550,1760000,150071,21457
715599,Mewtwo Base Set,Ken Sugimori,Rare Holo,"January 9, 1999",Base Set,2021-03-01,800000,92192,365000,1760000,145479,25177
715599,Mewtwo Base Set,Ken Sugimori,Rare Holo,"January 9, 1999",Base Set,2021-04-01,800000,78000,297450,1454891,151551,37264
715599,Mewtwo Base Set,Ken Sugimori,Rare Holo,"January 9, 1999",Base Set,2021-05-01,945667,78000,257671,1490193,159382,32000
715599,Mewtwo Base Set,Ken Sugimori,Rare Holo,"January 9, 1999",Base Set,2021-06-01,945667,66179,297450,1510000,147559,38000
715599,Mewtwo Base Set,Ken Sugimori,Rare Holo,"January 9, 1999",Base Set,2021-07-01,999749,80795,257550,1456005,138634,41301
715599,Mewtwo Base Set,Ken Sugimori,Rare Holo,"January 9, 1999",Base Set,2021-08-01,999749,83218,297733,1635871,135855,37677
715599,Mewtwo Base Set,Ken Sugimori,Rare Holo,"January 9, 1999",Base Set,2021-09-01,999749,80000,287899,1632500,100500,37257
715599,Mewtwo Base Set,Ken Sugimori,Rare Holo,"January 9, 1999",Base Set,2021-10-01,999749,80000,247648,1487174,111500,30000
715599,Mewtwo Base Set,Ken Sugimori,Rare Holo,"January 9, 1999",Base Set,2021-11-01,999817,80801,270000,1618750,107782,23523
715599,Mewtwo Base Set,Ken Sugimori,Rare Holo,"January 9, 1999",Base Set,2021-12-01,999892,77097,266397,1632286,99500,26083
715599,Mewtwo Base Set,Ken Sugimori,Rare Holo,"January 9, 1999",Base Set,2022-01-01,999752,74104,228928,1536717,110723,16918
715599,Mewtwo Base Set,Ken Sugimori,Rare Holo,"January 9, 1999",Base Set,2022-02-01,999751,73981,252588,1653877,111011,24425
715599,Mewtwo Base Set,Ken Sugimori,Rare Holo,"January 9, 1999",Base Set,2022-03-01,999749,70000,235000,1519672,108513,37204
715599,Mewtwo Base Set,Ken Sugimori,Rare Holo,"January 9, 1999",Base Set,2022-04-01,999749,63400,220000,1539562,115912,61546
715599,Mewtwo Base Set,Ken Sugimori,Rare Holo,"January 9, 1999",Base Set,2022-05-01,999783,67945,220000,1490492,110000,44951
715599,Mewtwo Base Set,Ken Sugimori,Rare Holo,"January 9, 1999",Base Set,2022-06-01,0,66630,220300,808158,110997,40063
715599,Mewtwo Base Set,Ken Sugimori,Rare Holo,"January 9, 1999",Base Set,2022-07-01,999778,72705,237500,1146369,112500,43929
715599,Mewtwo Base Set,Ken Sugimori,Rare Holo,"January 9, 1999",Base Set,2022-08-01,999776,76060,243700,1149000,113730,34803
715599,Mewtwo Base Set,Ken Sugimori,Rare Holo,"January 9, 1999",Base Set,2022-09-01,999774,76326,213899,1149000,113750,38748
715599,Mewtwo Base Set,Ken Sugimori,Rare Holo,"January 9, 1999",Base Set,2022-10-01,999750,73750,203830,1111906,118610,39998
715599,Mewtwo Base Set,Ken Sugimori,Rare Holo,"January 9, 1999",Base Set,2022-11-01,999750,70000,212986,1149000,110000,39286
715599,Mewtwo Base Set,Ken Sugimori,Rare Holo,"January 9, 1999",Base Set,2022-12-01,999750,72104,199995,1149000,115000,30152
715599,Mewtwo Base Set,Ken Sugimori,Rare Holo,"January 9, 1999",Base Set,2023-01-01,999750,72500,210280,1149000,110000,24601
715599,Mewtwo Base Set,Ken Sugimori,Rare Holo,"January 9, 1999",Base Set,2023-02-01,999750,72500,206004,1143060,93450,33020
715599,Mewtwo Base Set,Ken Sugimori,Rare Holo,"January 9, 1999",Base Set,2023-03-01,999750,72266,207333,1147682,91156,35118
715599,Mewtwo Base Set,Ken Sugimori,Rare Holo,"January 9, 1999",Base Set,2023-04-01,999750,71238,230036,1490000,95708,35000
715599,Mewtwo Base Set,Ken Sugimori,Rare Holo,"January 9, 1999",Base Set,2023-05-01,621462,70635,224844,1296057,91954,35067
715599,Mewtwo Base Set,Ken Sugimori,Rare Holo,"January 9, 1999",Base Set,2023-06-01,621462,68217,223351,1542500,87796,28818
715599,Mewtwo Base Set,Ken Sugimori,Rare Holo,"January 9, 1999",Base Set,2023-07-01,621462,67633,221629,1490000,88450,26481
715599,Mewtwo Base Set,Ken Sugimori,Rare Holo,"January 9, 1999",Base Set,2023-08-01,549950,61597,225300,1490000,90234,17730
715599,Mewtwo Base Set,Ken Sugimori,Rare Holo,"January 9, 1999",Base Set,2023-09-01,549950,62200,225625,1490000,87000,28902
715599,Mewtwo Base Set,Ken Sugimori,Rare Holo,"January 9, 1999",Base Set,2023-10-01,490094,60167,220000,1490000,88700,28798
715599,Mewtwo Base Set,Ken Sugimori,Rare Holo,"January 9, 1999",Base Set,2023-11-01,434222,60000,208003,1222231,88700,25781
715599,Mewtwo Base Set,Ken Sugimori,Rare Holo,"January 9, 1999",Base Set,2023-12-01,434222,62200,204104,1276820,86944,27501
715599,Mewtwo Base Set,Ken Sugimori,Rare Holo,"January 9, 1999",Base Set,2024-01-01,497848,62991,219375,1293758,86944,30614
715599,Mewtwo Base Set,Ken Sugimori,Rare Holo,"January 9, 1999",Base Set,2024-02-01,499868,68664,220550,1061688,88888,30059
715599,Mewtwo Base Set,Ken Sugimori,Rare Holo,"January 9, 1999",Base Set,2024-03-01,499900,68664,204000,1059465,95435,34250
715599,Mewtwo Base Set,Ken Sugimori,Rare Holo,"January 9, 1999",Base Set,2024-04-01,499900,68664,192110,927379,100306,29399
715599,Mewtwo Base Set,Ken Sugimori,Rare Holo,"January 9, 1999",Base Set,2024-05-01,499900,68664,185075,809828,89444,32175
715599,Mewtwo Base Set,Ken Sugimori,Rare Holo,"January 9, 1999",Base Set,2024-06-01,499900,70000,195000,809828,92500,42574
715599,Mewtwo Base Set,Ken Sugimori,Rare Holo,"January 9, 1999",Base Set,2024-07-01,499900,68500,195603,855000,94865,37000
715599,Mewtwo Base Set,Ken Sugimori,Rare Holo,"January 9, 1999",Base Set,2024-08-01,499900,70000,196254,855000,88500,33750
715599,Mewtwo Base Set,Ken Sugimori,Rare Holo,"January 9, 1999",Base Set,2024-09-01,499900,66549,195005,855000,81850,34528
715599,Mewtwo Base Set,Ken Sugimori,Rare Holo,"January 9, 1999",Base Set,2024-10-01,499900,70000,187500,855000,82600,34912
715599,Mewtwo Base Set,Ken Sugimori,Rare Holo,"January 9, 1999",Base Set,2024-11-01,499900,71162,203255,855000,88668,31079
715599,Mewtwo Base Set,Ken Sugimori,Rare Holo,"January 9, 1999",Base Set,2024-12-01,499900,71030,199258,855000,99900,36633
715599,Mewtwo Base Set,Ken Sugimori,Rare Holo,"January 9, 1999",Base Set,2025-01-01,499900,77000,210630,800000,96250,31250
715599,Mewtwo Base Set,Ken Sugimori,Rare Holo,"January 9, 1999",Base Set,2025-02-01,499900,99118,233293,800000,114693,46292
715599,Mewtwo Base Set,Ken Sugimori,Rare Holo,"January 9, 1999",Base Set,2025-03-01,499900,86459,241719,800000,124900,41309
715599,Mewtwo Base Set,Ken Sugimori,Rare Holo,"January 9, 1999",Base Set,2025-04-01,499900,100982,250000,800000,129950,40000
715599,Mewtwo Base Set,Ken Sugimori,Rare Holo,"January 9, 1999",Base Set,2025-05-01,499900,100545,275000,1112500,130045,46250
715599,Mewtwo Base Set,Ken Sugimori,Rare Holo,"January 9, 1999",Base Set,2025-06-01,499900,110414,280357,1112500,136964,51241
715599,Mewtwo Base Set,Ken Sugimori,Rare Holo,"January 9, 1999",Base Set,2025-07-01,499900,97600,297744,1112500,135000,45881
715599,Mewtwo Base Set,Ken Sugimori,Rare Holo,"January 9, 1999",Base Set,2025-08-01,499900,86240,315050,1112500,135000,54776
715599,Mewtwo Base Set,Ken Sugimori,Rare Holo,"January 9, 1999",Base Set,2025-09-01,499900,99000,345075,1112500,156529,47500
715599,Mewtwo Base Set,Ken Sugimori,Rare Holo,"January 9, 1999",Base Set,2025-10-01,499900,99000,361575,1112500,162722,47738
715651,Rattata Base Set,Mitsuhiro Arita,common,"June 1, 1995",base set,2021-01-01,0,0,0,0,0,1994
715651,Rattata Base Set,Mitsuhiro Arita,common,"June 1, 1995",base set,2021-02-01,0,0,7275,26462,0,1550
715651,Rattata Base Set,Mitsuhiro Arita,common,"June 1, 1995",base set,2021-03-01,0,0,7800,28500,0,1488
715651,Rattata Base Set,Mitsuhiro Arita,common,"June 1, 1995",base set,2021-04-01,0,0,7800,29271,0,1349
715651,Rattata Base Set,Mitsuhiro Arita,common,"June 1, 1995",base set,2021-05-01,0,0,7547,25949,0,1535
715651,Rattata Base Set,Mitsuhiro Arita,common,"June 1, 1995",base set,2021-06-01,0,0,7547,26055,5750,1475
715651,Rattata Base Set,Mitsuhiro Arita,common,"June 1, 1995",base set,2021-07-01,0,0,7698,26055,5000,1511
715651,Rattata Base Set,Mitsuhiro Arita,common,"June 1, 1995",base set,2021-08-01,0,3211,7500,21111,4999,950
715651,Rattata Base Set,Mitsuhiro Arita,common,"June 1, 1995",base set,2021-09-01,0,3254,7500,20708,5012,1498
715651,Rattata Base Set,Mitsuhiro Arita,common,"June 1, 1995",base set,2021-10-01,0,3001,7499,24975,4175,950
715651,Rattata Base Set,Mitsuhiro Arita,common,"June 1, 1995",base set,2021-11-01,0,3001,6944,24987,4050,1130
715651,Rattata Base Set,Mitsuhiro Arita,common,"June 1, 1995",base set,2021-12-01,0,3001,5700,22726,3900,1573
715651,Rattata Base Set,Mitsuhiro Arita,common,"June 1, 1995",base set,2022-01-01,0,3200,4999,20125,3838,1516
715651,Rattata Base Set,Mitsuhiro Arita,common,"June 1, 1995",base set,2022-02-01,0,3200,5157,20659,3768,950
715651,Rattata Base Set,Mitsuhiro Arita,common,"June 1, 1995",base set,2022-03-01,0,2737,4300,17333,3768,1376
715651,Rattata Base Set,Mitsuhiro Arita,common,"June 1, 1995",base set,2022-04-01,0,2504,4700,17333,3912,1249
715651,Rattata Base Set,Mitsuhiro Arita,common,"June 1, 1995",base set,2022-05-01,0,1450,4299,18670,3950,1514
715651,Rattata Base Set,Mitsuhiro Arita,common,"June 1, 1995",base set,2022-06-01,0,2209,4324,16313,3601,1334
715651,Rattata Base Set,Mitsuhiro Arita,common,"June 1, 1995",base set,2022-07-01,0,2208,4399,17240,3500,975
715651,Rattata Base Set,Mitsuhiro Arita,common,"June 1, 1995",base set,2022-08-01,0,2125,4299,17964,3234,988
715651,Rattata Base Set,Mitsuhiro Arita,common,"June 1, 1995",base set,2022-09-01,0,2534,4299,17550,3234,1032
715651,Rattata Base Set,Mitsuhiro Arita,common,"June 1, 1995",base set,2022-10-01,0,2441,3999,16446,2700,1150
715651,Rattata Base Set,Mitsuhiro Arita,common,"June 1, 1995",base set,2022-11-01,0,2192,4600,16242,3065,1394
715651,Rattata Base Set,Mitsuhiro Arita,common,"June 1, 1995",base set,2022-12-01,0,1803,3998,14500,2149,809
715651,Rattata Base Set,Mitsuhiro Arita,common,"June 1, 1995",base set,2023-01-01,0,2094,4099,16250,2391,1126
715651,Rattata Base Set,Mitsuhiro Arita,common,"June 1, 1995",base set,2023-02-01,0,2056,4027,15000,2999,1145
715651,Rattata Base Set,Mitsuhiro Arita,common,"June 1, 1995",base set,2023-03-01,0,2600,4000,15035,3605,1251
715651,Rattata Base Set,Mitsuhiro Arita,common,"June 1, 1995",base set,2023-04-01,0,2600,3998,14770,3498,1063
715651,Rattata Base Set,Mitsuhiro Arita,common,"June 1, 1995",base set,2023-05-01,0,2000,4300,14770,2500,1076
715651,Rattata Base Set,Mitsuhiro Arita,common,"June 1, 1995",base set,2023-06-01,0,2348,4050,13278,2575,1534
715651,Rattata Base Set,Mitsuhiro Arita,common,"June 1, 1995",base set,2023-07-01,0,2249,3600,13250,2399,1600
715651,Rattata Base Set,Mitsuhiro Arita,common,"June 1, 1995",base set,2023-08-01,0,2249,3600,14609,2411,1505
715651,Rattata Base Set,Mitsuhiro Arita,common,"June 1, 1995",base set,2023-09-01,4300,1902,3891,15000,2157,1330
715651,Rattata Base Set,Mitsuhiro Arita,common,"June 1, 1995",base set,2023-10-01,4700,1668,4266,14528,2525,1143
715651,Rattata Base Set,Mitsuhiro Arita,common,"June 1, 1995",base set,2023-11-01,3800,2219,3480,14775,2525,975
715651,Rattata Base Set,Mitsuhiro Arita,common,"June 1, 1995",base set,2023-12-01,4200,2211,3853,15356,2783,1318
715651,Rattata Base Set,Mitsuhiro Arita,common,"June 1, 1995",base set,2024-01-01,4400,2029,4000,15225,2970,1395
715651,Rattata Base Set,Mitsuhiro Arita,common,"June 1, 1995",base set,2024-02-01,4500,2386,4109,16210,2766,1577
715651,Rattata Base Set,Mitsuhiro Arita,common,"June 1, 1995",base set,2024-03-01,4700,1999,4284,16909,2784,1499
715651,Rattata Base Set,Mitsuhiro Arita,common,"June 1, 1995",base set,2024-04-01,4900,1450,4466,16999,2848,1225
715651,Rattata Base Set,Mitsuhiro Arita,common,"June 1, 1995",base set,2024-05-01,4900,1450,4499,20000,3000,1019
715651,Rattata Base Set,Mitsuhiro Arita,common,"June 1, 1995",base set,2024-06-01,4700,1999,4298,20327,3208,1299
715651,Rattata Base Set,Mitsuhiro Arita,common,"June 1, 1995",base set,2024-07-01,4700,2030,4234,19850,2840,1196
715651,Rattata Base Set,Mitsuhiro Arita,common,"June 1, 1995",base set,2024-08-01,3800,2024,3428,19925,2599,1034
715651,Rattata Base Set,Mitsuhiro Arita,common,"June 1, 1995",base set,2024-09-01,3600,1600,3234,19131,1950,1299
715651,Rattata Base Set,Mitsuhiro Arita,common,"June 1, 1995",base set,2024-10-01,4300,1600,3900,20000,2061,1629
715651,Rattata Base Set,Mitsuhiro Arita,common,"June 1, 1995",base set,2024-11-01,3800,1600,3464,17750,1999,1298
715651,Rattata Base Set,Mitsuhiro Arita,common,"June 1, 1995",base set,2024-12-01,3900,1700,3520,18925,2155,1242
715651,Rattata Base Set,Mitsuhiro Arita,common,"June 1, 1995",base set,2025-01-01,4600,2450,4222,19222,2537,1425
715651,Rattata Base Set,Mitsuhiro Arita,common,"June 1, 1995",base set,2025-02-01,4500,2475,4055,20820,3094,1100
715651,Rattata Base Set,Mitsuhiro Arita,common,"June 1, 1995",base set,2025-03-01,4600,2416,4157,21370,3500,1217
715651,Rattata Base Set,Mitsuhiro Arita,common,"June 1, 1995",base set,2025-04-01,5300,2439,4824,22950,3360,950
715651,Rattata Base Set,Mitsuhiro Arita,common,"June 1, 1995",base set,2025-05-01,5200,2630,4722,21162,2984,1000
715651,Rattata Base Set,Mitsuhiro Arita,common,"June 1, 1995",base set,2025-06-01,5000,2790,4518,24148,3000,1315
715651,Rattata Base Set,Mitsuhiro Arita,common,"June 1, 1995",base set,2025-07-01,5000,2533,4549,23682,2811,1450
715651,Rattata Base Set,Mitsuhiro Arita,common,"June 1, 1995",base set,2025-08-01,4200,2322,3862,25243,2848,1599
715651,Rattata Base Set,Mitsuhiro Arita,common,"June 1, 1995",base set,2025-09-01,4500,2854,4293,30000,3000,1585
715651,Rattata Base Set,Mitsuhiro Arita,common,"June 1, 1995",base set,2025-10-01,4500,2852,4293,30000,3000,1491
2368436,Booster Box 1st Edition,Unknown,Booster Box,"January 9, 1999",Base Set (1st Edition),2021-08-01,0,0,0,0,0,0
2368436,Booster Box 1st Edition,Unknown,Booster Box,"January 9, 1999",Base Set (1st Edition),2021-09-01,0,0,0,0,0,0
2368436,Booster Box 1st Edition,Unknown,Booster Box,"January 9, 1999",Base Set (1st Edition),2021-10-01,0,0,0,0,0,0
2368436,Booster Box 1st Edition,Unknown,Booster Box,"January 9, 1999",Base Set (1st Edition),2021-11-01,0,0,0,0,0,0
2368436,Booster Box 1st Edition,Unknown,Booster Box,"January 9, 1999",Base Set (1st Edition),2021-12-01,0,0,0,0,0,0
2368436,Booster Box 1st Edition,Unknown,Booster Box,"January 9, 1999",Base Set (1st Edition),2022-01-01,0,0,0,0,0,0
2368436,Booster Box 1st Edition,Unknown,Booster Box,"January 9, 1999",Base Set (1st Edition),2022-02-01,0,0,0,0,0,0
2368436,Booster Box 1st Edition,Unknown,Booster Box,"January 9, 1999",Base Set (1st Edition),2022-03-01,0,0,0,0,0,0
2368436,Booster Box 1st Edition,Unknown,Booster Box,"January 9, 1999",Base Set (1st Edition),2022-04-01,0,0,0,0,0,0
2368436,Booster Box 1st Edition,Unknown,Booster Box,"January 9, 1999",Base Set (1st Edition),2022-05-01,0,0,0,0,0,0
2368436,Booster Box 1st Edition,Unknown,Booster Box,"January 9, 1999",Base Set (1st Edition),2022-06-01,0,0,0,0,0,0
2368436,Booster Box 1st Edition,Unknown,Booster Box,"January 9, 1999",Base Set (1st Edition),2022-07-01,0,0,0,0,0,0
2368436,Booster Box 1st Edition,Unknown,Booster Box,"January 9, 1999",Base Set (1st Edition),2022-08-01,0,0,0,0,0,0
2368436,Booster Box 1st Edition,Unknown,Booster Box,"January 9, 1999",Base Set (1st Edition),2022-09-01,0,0,0,0,0,0
2368436,Booster Box 1st Edition,Unknown,Booster Box,"January 9, 1999",Base Set (1st Edition),2022-10-01,0,0,0,0,0,0
2368436,Booster Box 1st Edition,Unknown,Booster Box,"January 9, 1999",Base Set (1st Edition),2022-11-01,0,0,0,0,0,0
2368436,Booster Box 1st Edition,Unknown,Booster Box,"January 9, 1999",Base Set (1st Edition),2022-12-01,0,0,0,0,0,0
2368436,Booster Box 1st Edition,Unknown,Booster Box,"January 9, 1999",Base Set (1st Edition),2023-01-01,0,0,0,0,0,0
2368436,Booster Box 1st Edition,Unknown,Booster Box,"January 9, 1999",Base Set (1st Edition),2023-02-01,0,0,0,0,0,0
2368436,Booster Box 1st Edition,Unknown,Booster Box,"January 9, 1999",Base Set (1st Edition),2023-03-01,0,0,0,0,0,0
2368436,Booster Box 1st Edition,Unknown,Booster Box,"January 9, 1999",Base Set (1st Edition),2023-04-01,0,0,0,0,0,1320000
2368436,Booster Box 1st Edition,Unknown,Booster Box,"January 9, 1999",Base Set (1st Edition),2023-05-01,0,0,0,0,0,2140993
2368436,Booster Box 1st Edition,Unknown,Booster Box,"January 9, 1999",Base Set (1st Edition),2023-06-01,0,0,0,0,0,1490000
2368436,Booster Box 1st Edition,Unknown,Booster Box,"January 9, 1999",Base Set (1st Edition),2023-07-01,0,0,0,0,0,2323329
2368436,Booster Box 1st Edition,Unknown,Booster Box,"January 9, 1999",Base Set (1st Edition),2023-08-01,0,0,0,0,0,2261697
2368436,Booster Box 1st Edition,Unknown,Booster Box,"January 9, 1999",Base Set (1st Edition),2023-09-01,0,0,0,0,0,2131493
2368436,Booster Box 1st Edition,Unknown,Booster Box,"January 9, 1999",Base Set (1st Edition),2023-10-01,0,0,0,0,0,23865525
2368436,Booster Box 1st Edition,Unknown,Booster Box,"January 9, 1999",Base Set (1st Edition),2023-11-01,0,0,0,0,0,23860000
2368436,Booster Box 1st Edition,Unknown,Booster Box,"January 9, 1999",Base Set (1st Edition),2023-12-01,0,0,0,0,0,23860000
2368436,Booster Box 1st Edition,Unknown,Booster Box,"January 9, 1999",Base Set (1st Edition),2024-01-01,0,0,0,0,0,23800000
2368436,Booster Box 1st Edition,Unknown,Booster Box,"January 9, 1999",Base Set (1st Edition),2024-02-01,0,0,0,0,0,20398152
2368436,Booster Box 1st Edition,Unknown,Booster Box,"January 9, 1999",Base Set (1st Edition),2024-03-01,0,0,0,0,0,20400000
2368436,Booster Box 1st Edition,Unknown,Booster Box,"January 9, 1999",Base Set (1st Edition),2024-04-01,0,0,0,0,0,20400000
2368436,Booster Box 1st Edition,Unknown,Booster Box,"January 9, 1999",Base Set (1st Edition),2024-05-01,0,0,0,0,0,20400000
2368436,Booster Box 1st Edition,Unknown,Booster Box,"January 9, 1999",Base Set (1st Edition),2024-06-01,0,0,0,0,0,20625000
2368436,Booster Box 1st Edition,Unknown,Booster Box,"January 9, 1999",Base Set (1st Edition),2024-07-01,0,0,0,0,0,20625000
2368436,Booster Box 1st Edition,Unknown,Booster Box,"January 9, 1999",Base Set (1st Edition),2024-08-01,0,0,0,0,0,2561300
2368436,Booster Box 1st Edition,Unknown,Booster Box,"January 9, 1999",Base Set (1st Edition),2024-09-01,0,0,0,0,0,2561300
2368436,Booster Box 1st Edition,Unknown,Booster Box,"January 9, 1999",Base Set (1st Edition),2024-10-01,0,0,0,0,0,14914879
2368436,Booster Box 1st Edition,Unknown,Booster Box,"January 9, 1999",Base Set (1st Edition),2024-11-01,0,0,0,0,0,2561300
2368436,Booster Box 1st Edition,Unknown,Booster Box,"January 9, 1999",Base Set (1st Edition),2024-12-01,0,0,0,0,0,15304229
2368436,Booster Box 1st Edition,Unknown,Booster Box,"January 9, 1999",Base Set (1st Edition),2025-01-01,0,0,0,0,0,15509680
2368436,Booster Box 1st Edition,Unknown,Booster Box,"January 9, 1999",Base Set (1st Edition),2025-02-01,0,0,0,0,0,16659727
2368436,Booster Box 1st Edition,Unknown,Booster Box,"January 9, 1999",Base Set (1st Edition),2025-03-01,0,0,0,0,0,17310346
2368436,Booster Box 1st Edition,Unknown,Booster Box,"January 9, 1999",Base Set (1st Edition),2025-04-01,0,0,0,0,0,13538400
2368436,Booster Box 1st Edition,Unknown,Booster Box,"January 9, 1999",Base Set (1st Edition),2025-05-01,0,0,0,0,0,18181586
2368436,Booster Box 1st Edition,Unknown,Booster Box,"January 9, 1999",Base Set (1st Edition),2025-06-01,0,0,0,0,0,18296059
2368436,Booster Box 1st Edition,Unknown,Booster Box,"January 9, 1999",Base Set (1st Edition),2025-07-01,0,0,0,0,0,19375000
2368436,Booster Box 1st Edition,Unknown,Booster Box,"January 9, 1999",Base Set (1st Edition),2025-08-01,0,0,0,0,0,19375000
2189365,Booster Pack 1st Edition,Unknown,Booster Pack,"January 9, 1999",Base Set (1st Edition),2021-05-01,0,0,0,444300,0,462500
2189365,Booster Pack 1st Edition,Unknown,Booster Pack,"January 9, 1999",Base Set (1st Edition),2021-06-01,0,0,0,444300,0,318204
2189365,Booster Pack 1st Edition,Unknown,Booster Pack,"January 9, 1999",Base Set (1st Edition),2021-07-01,0,0,0,466200,0,336650
2189365,Booster Pack 1st Edition,Unknown,Booster Pack,"January 9, 1999",Base Set (1st Edition),2021-08-01,0,0,0,468334,0,336117
2189365,Booster Pack 1st Edition,Unknown,Booster Pack,"January 9, 1999",Base Set (1st Edition),2021-09-01,0,0,0,466511,470000,383544
2189365,Booster Pack 1st Edition,Unknown,Booster Pack,"January 9, 1999",Base Set (1st Edition),2021-10-01,0,0,660000,466200,470000,354999
2189365,Booster Pack 1st Edition,Unknown,Booster Pack,"January 9, 1999",Base Set (1st Edition),2021-11-01,0,0,660000,455000,470000,259014
2189365,Booster Pack 1st Edition,Unknown,Booster Pack,"January 9, 1999",Base Set (1st Edition),2021-12-01,0,0,660000,455000,470000,340000
2189365,Booster Pack 1st Edition,Unknown,Booster Pack,"January 9, 1999",Base Set (1st Edition),2022-01-01,0,0,660000,455000,470000,239712
2189365,Booster Pack 1st Edition,Unknown,Booster Pack,"January 9, 1999",Base Set (1st Edition),2022-02-01,0,0,660000,455000,470000,366698
2189365,Booster Pack 1st Edition,Unknown,Booster Pack,"January 9, 1999",Base Set (1st Edition),2022-03-01,0,0,660000,455000,465413,326347
2189365,Booster Pack 1st Edition,Unknown,Booster Pack,"January 9, 1999",Base Set (1st Edition),2022-04-01,0,0,660000,455000,468372,305618
