figure,authenticity,year,band,selling_price_USD,recorded_sales,condition,character_type,day,month
Bossk (Bounty Hunter),ungraded,2017,0.7,14.96,228,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2018,0.7,14.56,206,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2019,0.7,14.5,183,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2020,0.7,17.5,196,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2021,0.7,25,315,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2022,0.7,22.47,311,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2023,0.7,18.95,275,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2024,0.7,18.99,283,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2025,0.7,17.65,173,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2013,0.6,9.12,15,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2014,0.6,8.25,221,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2015,0.6,9.19,309,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2016,0.6,10.9,287,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2017,0.6,13.4,228,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2018,0.6,12.5,206,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2019,0.6,12.5,183,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2020,0.6,16,196,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2021,0.6,22.96,315,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2022,0.6,20,311,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2023,0.6,17.64,275,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2024,0.6,17,283,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2025,0.6,16,173,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2013,0.5,9.07,15,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2014,0.5,7,221,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2015,0.5,8.15,309,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2016,0.5,9.99,287,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2017,0.5,12.38,228,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2018,0.5,11.43,206,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2019,0.5,11.24,183,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2020,0.5,14.52,196,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2021,0.5,19.99,315,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2022,0.5,19,311,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2023,0.5,16.95,275,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2024,0.5,16,283,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2025,0.5,15.99,173,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2013,0.4,7.66,15,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2014,0.4,5.75,221,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2015,0.4,7.5,309,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2016,0.4,8.5,287,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2017,0.4,10.5,228,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2018,0.4,9.99,206,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2019,0.4,9.99,183,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2020,0.4,12.37,196,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2021,0.4,17.5,315,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2022,0.4,17.5,311,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2023,0.4,15,275,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2024,0.4,14.74,283,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2025,0.4,14.99,173,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2013,0.3,6.65,15,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2014,0.3,5.13,221,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2015,0.3,6.67,309,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2016,0.3,7.36,287,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2017,0.3,9.04,228,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2018,0.3,8.5,206,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2019,0.3,8.32,183,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2020,0.3,10.23,196,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2021,0.3,15,315,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2022,0.3,15.5,311,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2023,0.3,13.5,275,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2024,0.3,13.16,283,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2025,0.3,13.5,173,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2013,0.2,6.05,15,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2014,0.2,4.34,221,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2015,0.2,5.5,309,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2016,0.2,6.5,287,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2017,0.2,7.53,228,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2018,0.2,7.5,206,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2019,0.2,6.82,183,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2020,0.2,9.5,196,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2021,0.2,12.25,315,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2022,0.2,13.47,311,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2023,0.2,10.99,275,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2024,0.2,11.99,283,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2025,0.2,11.5,173,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2013,0.1,5.18,15,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2014,0.1,3.5,221,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2015,0.1,4.25,309,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2016,0.1,4.99,287,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2017,0.1,5,228,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2018,0.1,5.5,206,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2019,0.1,5.18,183,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2020,0.1,7,196,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2021,0.1,9.99,315,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2022,0.1,10.5,311,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2023,0.1,9.99,275,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2024,0.1,10,283,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),ungraded,2025,0.1,10,173,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2014,1,118.36,18,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2015,1,132.49,28,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2016,1,184.1,34,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2017,1,144.2,43,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2018,1,414.75,69,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2019,1,434.23,46,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2020,1,333.56,44,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2021,1,660.03,59,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2022,1,804.83,49,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2023,1,795.56,59,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2024,1,975.52,69,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2025,1,933.27,24,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2014,0.9,81.01,18,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2015,0.9,58.67,28,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2016,0.9,97,34,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2017,0.9,88.43,43,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2018,0.9,107.5,69,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2019,0.9,134.5,46,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2020,0.9,126.44,44,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2021,0.9,185.08,59,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2022,0.9,304,49,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2023,0.9,304.99,59,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2024,0.9,237.21,69,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2025,0.9,350.6,24,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2014,0.8,59.99,18,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2015,0.8,50.99,28,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2016,0.8,69.99,34,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2017,0.8,85.37,43,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2018,0.8,96,69,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2019,0.8,128.29,46,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2020,0.8,110.04,44,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2021,0.8,162.5,59,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2022,0.8,164.5,49,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2023,0.8,191.38,59,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2024,0.8,149.95,69,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2025,0.8,205.5,24,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2014,0.7,59.99,18,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2015,0.7,47.48,28,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2016,0.7,59.99,34,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2017,0.7,73.99,43,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2018,0.7,84.32,69,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2019,0.7,89,46,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2020,0.7,94,44,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2021,0.7,138.12,59,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2022,0.7,143,49,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2023,0.7,148.5,59,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2024,0.7,135,69,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2025,0.7,171.38,24,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2014,0.6,55.22,18,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2015,0.6,41.89,28,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2016,0.6,54.99,34,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2017,0.6,66.01,43,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2018,0.6,78,69,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2019,0.6,74.08,46,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2020,0.6,82,44,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2021,0.6,125,59,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2022,0.6,128.02,49,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2023,0.6,135,59,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2024,0.6,122.22,69,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2025,0.6,153.5,24,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2014,0.5,45.25,18,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2015,0.5,39.5,28,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2016,0.5,53.3,34,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2017,0.5,57.71,43,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2018,0.5,66,69,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2019,0.5,59.47,46,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2020,0.5,77,44,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2021,0.5,110.5,59,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2022,0.5,119,49,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2023,0.5,122.5,59,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2024,0.5,113.61,69,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2025,0.5,136,24,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2014,0.4,42.86,18,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2015,0.4,37.45,28,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2016,0.4,44.99,34,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2017,0.4,53.48,43,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2018,0.4,60,69,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2019,0.4,53.66,46,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2020,0.4,69.99,44,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2021,0.4,100.65,59,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2022,0.4,115.16,49,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2023,0.4,107.5,59,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2024,0.4,98.51,69,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2025,0.4,126.44,24,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2014,0.3,39.77,18,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2015,0.3,34.56,28,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2016,0.3,40.74,34,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2017,0.3,49,43,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2018,0.3,55.96,69,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2019,0.3,48.53,46,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2020,0.3,65,44,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2021,0.3,82.87,59,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2022,0.3,100,49,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2023,0.3,95,59,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2024,0.3,93.95,69,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2025,0.3,103.86,24,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2014,0.2,35.33,18,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2015,0.2,33.87,28,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2016,0.2,38.45,34,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2017,0.2,43.11,43,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2018,0.2,46,69,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2019,0.2,46.67,46,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2020,0.2,57.11,44,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2021,0.2,75.69,59,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2022,0.2,77.47,49,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2023,0.2,86,59,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2024,0.2,87.99,69,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2025,0.2,89.88,24,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2014,0.1,32.19,18,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2015,0.1,31.09,28,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2016,0.1,33.87,34,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2017,0.1,35,43,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2018,0.1,39,69,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2019,0.1,38,46,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2020,0.1,48,44,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2021,0.1,69.75,59,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2022,0.1,72,49,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2023,0.1,71,59,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2024,0.1,77,69,loose_figure,bounty_hunter,1,1
Bossk (Bounty Hunter),graded,2025,0.1,70,24,loose_figure,bounty_hunter,1,1
Chewbacca,ungraded,2013,1,26.22,19,loose_figure,alien/other,1,1
Chewbacca,ungraded,2014,1,98.22,330,loose_figure,alien/other,1,1
Chewbacca,ungraded,2015,1,174.36,560,loose_figure,alien/other,1,1
Chewbacca,ungraded,2016,1,894.69,503,loose_figure,alien/other,1,1
Chewbacca,ungraded,2017,1,243.28,322,loose_figure,alien/other,1,1
Chewbacca,ungraded,2018,1,155.13,290,loose_figure,alien/other,1,1
Chewbacca,ungraded,2019,1,212.94,267,loose_figure,alien/other,1,1
Chewbacca,ungraded,2020,1,103.5,314,loose_figure,alien/other,1,1
Chewbacca,ungraded,2021,1,133.5,404,loose_figure,alien/other,1,1
Chewbacca,ungraded,2022,1,78.05,465,loose_figure,alien/other,1,1
Chewbacca,ungraded,2023,1,212.5,375,loose_figure,alien/other,1,1
Chewbacca,ungraded,2024,1,112.5,390,loose_figure,alien/other,1,1
Chewbacca,ungraded,2025,1,119.98,294,loose_figure,alien/other,1,1
Chewbacca,ungraded,2013,0.9,15.54,19,loose_figure,alien/other,1,1
Chewbacca,ungraded,2014,0.9,20.43,330,loose_figure,alien/other,1,1
Chewbacca,ungraded,2015,0.9,22.53,560,loose_figure,alien/other,1,1
Chewbacca,ungraded,2016,0.9,31.83,503,loose_figure,alien/other,1,1
Chewbacca,ungraded,2017,0.9,32.24,322,loose_figure,alien/other,1,1
Chewbacca,ungraded,2018,0.9,32.08,290,loose_figure,alien/other,1,1
Chewbacca,ungraded,2019,0.9,25.36,267,loose_figure,alien/other,1,1
Chewbacca,ungraded,2020,0.9,29.98,314,loose_figure,alien/other,1,1
Chewbacca,ungraded,2021,0.9,34.58,404,loose_figure,alien/other,1,1
Chewbacca,ungraded,2022,0.9,34.96,465,loose_figure,alien/other,1,1
Chewbacca,ungraded,2023,0.9,32.13,375,loose_figure,alien/other,1,1
Chewbacca,ungraded,2024,0.9,29.99,390,loose_figure,alien/other,1,1
Chewbacca,ungraded,2025,0.9,31,294,loose_figure,alien/other,1,1
Chewbacca,ungraded,2013,0.8,14.62,19,loose_figure,alien/other,1,1
Chewbacca,ungraded,2014,0.8,15.93,330,loose_figure,alien/other,1,1
Chewbacca,ungraded,2015,0.8,17.75,560,loose_figure,alien/other,1,1
Chewbacca,ungraded,2016,0.8,24.35,503,loose_figure,alien/other,1,1
Chewbacca,ungraded,2017,0.8,24.6,322,loose_figure,alien/other,1,1
Chewbacca,ungraded,2018,0.8,24.25,290,loose_figure,alien/other,1,1
Chewbacca,ungraded,2019,0.8,19.38,267,loose_figure,alien/other,1,1
Chewbacca,ungraded,2020,0.8,23.5,314,loose_figure,alien/other,1,1
Chewbacca,ungraded,2021,0.8,28.99,404,loose_figure,alien/other,1,1
Chewbacca,ungraded,2022,0.8,29.95,465,loose_figure,alien/other,1,1
Chewbacca,ungraded,2023,0.8,27,375,loose_figure,alien/other,1,1
Chewbacca,ungraded,2024,0.8,26,390,loose_figure,alien/other,1,1
Chewbacca,ungraded,2025,0.8,25.99,294,loose_figure,alien/other,1,1
Chewbacca,ungraded,2013,0.7,12.87,19,loose_figure,alien/other,1,1
Chewbacca,ungraded,2014,0.7,13.63,330,loose_figure,alien/other,1,1
Chewbacca,ungraded,2015,0.7,15.48,560,loose_figure,alien/other,1,1
Chewbacca,ungraded,2016,0.7,19.25,503,loose_figure,alien/other,1,1
Chewbacca,ungraded,2017,0.7,20.5,322,loose_figure,alien/other,1,1
Chewbacca,ungraded,2018,0.7,20.5,290,loose_figure,alien/other,1,1
Chewbacca,ungraded,2019,0.7,17,267,loose_figure,alien/other,1,1
Chewbacca,ungraded,2020,0.7,20,314,loose_figure,alien/other,1,1
Chewbacca,ungraded,2021,0.7,25.4,404,loose_figure,alien/other,1,1
Chewbacca,ungraded,2022,0.7,27,465,loose_figure,alien/other,1,1
Chewbacca,ungraded,2023,0.7,24.01,375,loose_figure,alien/other,1,1
Chewbacca,ungraded,2024,0.7,24.6,390,loose_figure,alien/other,1,1
Chewbacca,ungraded,2025,0.7,24.01,294,loose_figure,alien/other,1,1
Chewbacca,ungraded,2013,0.6,12.32,19,loose_figure,alien/other,1,1
Chewbacca,ungraded,2014,0.6,12.06,330,loose_figure,alien/other,1,1
Chewbacca,ungraded,2015,0.6,13.5,560,loose_figure,alien/other,1,1
Chewbacca,ungraded,2016,0.6,16.5,503,loose_figure,alien/other,1,1
Chewbacca,ungraded,2017,0.6,17.88,322,loose_figure,alien/other,1,1
Chewbacca,ungraded,2018,0.6,17.17,290,loose_figure,alien/other,1,1
Chewbacca,ungraded,2019,0.6,15.39,267,loose_figure,alien/other,1,1
Chewbacca,ungraded,2020,0.6,16.95,314,loose_figure,alien/other,1,1
Chewbacca,ungraded,2021,0.6,23.33,404,loose_figure,alien/other,1,1
Chewbacca,ungraded,2022,0.6,24,465,loose_figure,alien/other,1,1
Chewbacca,ungraded,2023,0.6,21,375,loose_figure,alien/other,1,1
Chewbacca,ungraded,2024,0.6,22.5,390,loose_figure,alien/other,1,1
Chewbacca,ungraded,2025,0.6,22.5,294,loose_figure,alien/other,1,1
Chewbacca,ungraded,2013,0.5,11.55,19,loose_figure,alien/other,1,1
Chewbacca,ungraded,2014,0.5,10.36,330,loose_figure,alien/other,1,1
Chewbacca,ungraded,2015,0.5,12,560,loose_figure,alien/other,1,1
Chewbacca,ungraded,2016,0.5,14.63,503,loose_figure,alien/other,1,1
Chewbacca,ungraded,2017,0.5,15.5,322,loose_figure,alien/other,1,1
Chewbacca,ungraded,2018,0.5,15.42,290,loose_figure,alien/other,1,1
Chewbacca,ungraded,2019,0.5,13.89,267,loose_figure,alien/other,1,1
Chewbacca,ungraded,2020,0.5,14.99,314,loose_figure,alien/other,1,1
Chewbacca,ungraded,2021,0.5,20.5,404,loose_figure,alien/other,1,1
Chewbacca,ungraded,2022,0.5,22.28,465,loose_figure,alien/other,1,1
Chewbacca,ungraded,2023,0.5,19,375,loose_figure,alien/other,1,1
Chewbacca,ungraded,2024,0.5,20,390,loose_figure,alien/other,1,1
Chewbacca,ungraded,2025,0.5,20,294,loose_figure,alien/other,1,1
Chewbacca,ungraded,2013,0.4,10.82,19,loose_figure,alien/other,1,1
Chewbacca,ungraded,2014,0.4,9.3,330,loose_figure,alien/other,1,1
Chewbacca,ungraded,2015,0.4,10.53,560,loose_figure,alien/other,1,1
Chewbacca,ungraded,2016,0.4,13,503,loose_figure,alien/other,1,1
Chewbacca,ungraded,2017,0.4,13.43,322,loose_figure,alien/other,1,1
Chewbacca,ungraded,2018,0.4,13.69,290,loose_figure,alien/other,1,1
Chewbacca,ungraded,2019,0.4,12.42,267,loose_figure,alien/other,1,1
Chewbacca,ungraded,2020,0.4,13,314,loose_figure,alien/other,1,1
Chewbacca,ungraded,2021,0.4,18.5,404,loose_figure,alien/other,1,1
Chewbacca,ungraded,2022,0.4,19.99,465,loose_figure,alien/other,1,1
Chewbacca,ungraded,2023,0.4,16.88,375,loose_figure,alien/other,1,1
Chewbacca,ungraded,2024,0.4,18.5,390,loose_figure,alien/other,1,1
Chewbacca,ungraded,2025,0.4,18,294,loose_figure,alien/other,1,1
Chewbacca,ungraded,2013,0.3,8.23,19,loose_figure,alien/other,1,1
Chewbacca,ungraded,2014,0.3,8.03,330,loose_figure,alien/other,1,1
Chewbacca,ungraded,2015,0.3,9.98,560,loose_figure,alien/other,1,1
Chewbacca,ungraded,2016,0.3,11.49,503,loose_figure,alien/other,1,1
Chewbacca,ungraded,2017,0.3,12.04,322,loose_figure,alien/other,1,1
Chewbacca,ungraded,2018,0.3,12.5,290,loose_figure,alien/other,1,1
Chewbacca,ungraded,2019,0.3,10.5,267,loose_figure,alien/other,1,1
Chewbacca,ungraded,2020,0.3,11.74,314,loose_figure,alien/other,1,1
Chewbacca,ungraded,2021,0.3,15.5,404,loose_figure,alien/other,1,1
