"figure","authenticity_n","selling_price","sales","condition","character_type","year"
Klaatu (in Skiff Guard Outfit),0,13.73,11.6,loose_figure,alien/other,"2018"
Klaatu (in Skiff Guard Outfit),0,183.5,11.6,loose_figure,alien/other,"2018"
Klaatu (in Skiff Guard Outfit),0,13.73,9.9,loose_figure,alien/other,"2019"
Klaatu (in Skiff Guard Outfit),0,10.02,9.9,loose_figure,alien/other,"2019"
Klaatu (in Skiff Guard Outfit),0,11.13,9.9,loose_figure,alien/other,"2019"
Klaatu (in Skiff Guard Outfit),0,9.5,9.9,loose_figure,alien/other,"2019"
Klaatu (in Skiff Guard Outfit),0,12.53,9.9,loose_figure,alien/other,"2019"
Klaatu (in Skiff Guard Outfit),0,7.87,9.9,loose_figure,alien/other,"2019"
Klaatu (in Skiff Guard Outfit),0,15.22,9.9,loose_figure,alien/other,"2019"
Klaatu (in Skiff Guard Outfit),0,75.69,9.9,loose_figure,alien/other,"2019"
Klaatu (in Skiff Guard Outfit),0,20.5,9.9,loose_figure,alien/other,"2019"
Klaatu (in Skiff Guard Outfit),0,17.01,9.9,loose_figure,alien/other,"2019"
Klaatu (in Skiff Guard Outfit),0,22.38,11.5,loose_figure,alien/other,"2020"
Klaatu (in Skiff Guard Outfit),0,14.29,11.5,loose_figure,alien/other,"2020"
Klaatu (in Skiff Guard Outfit),0,15.62,11.5,loose_figure,alien/other,"2020"
Klaatu (in Skiff Guard Outfit),0,7.06,11.5,loose_figure,alien/other,"2020"
Klaatu (in Skiff Guard Outfit),0,9.01,11.5,loose_figure,alien/other,"2020"
Klaatu (in Skiff Guard Outfit),0,11.2,11.5,loose_figure,alien/other,"2020"
Klaatu (in Skiff Guard Outfit),0,127.5,11.5,loose_figure,alien/other,"2020"
Klaatu (in Skiff Guard Outfit),0,18.74,11.5,loose_figure,alien/other,"2020"
Klaatu (in Skiff Guard Outfit),0,12.99,11.5,loose_figure,alien/other,"2020"
Klaatu (in Skiff Guard Outfit),0,25.96,11.5,loose_figure,alien/other,"2020"
Klaatu (in Skiff Guard Outfit),0,21.27,13.2,loose_figure,alien/other,"2021"
Klaatu (in Skiff Guard Outfit),0,18.0,13.2,loose_figure,alien/other,"2021"
Klaatu (in Skiff Guard Outfit),0,26.96,13.2,loose_figure,alien/other,"2021"
Klaatu (in Skiff Guard Outfit),0,133.5,13.2,loose_figure,alien/other,"2021"
Klaatu (in Skiff Guard Outfit),0,23.49,13.2,loose_figure,alien/other,"2021"
Klaatu (in Skiff Guard Outfit),0,25.0,13.2,loose_figure,alien/other,"2021"
Klaatu (in Skiff Guard Outfit),0,15.74,13.2,loose_figure,alien/other,"2021"
Klaatu (in Skiff Guard Outfit),0,30.0,13.2,loose_figure,alien/other,"2021"
Klaatu (in Skiff Guard Outfit),0,35.3,13.2,loose_figure,alien/other,"2021"
Klaatu (in Skiff Guard Outfit),0,13.5,13.2,loose_figure,alien/other,"2021"
Klaatu (in Skiff Guard Outfit),0,12.5,15.1,loose_figure,alien/other,"2022"
Klaatu (in Skiff Guard Outfit),0,15.5,15.1,loose_figure,alien/other,"2022"
Klaatu (in Skiff Guard Outfit),0,17.5,15.1,loose_figure,alien/other,"2022"
Klaatu (in Skiff Guard Outfit),0,36.1,15.1,loose_figure,alien/other,"2022"
Klaatu (in Skiff Guard Outfit),0,24.73,15.1,loose_figure,alien/other,"2022"
Klaatu (in Skiff Guard Outfit),0,30.0,15.1,loose_figure,alien/other,"2022"
Klaatu (in Skiff Guard Outfit),0,55.0,15.1,loose_figure,alien/other,"2022"
Klaatu (in Skiff Guard Outfit),0,19.5,15.1,loose_figure,alien/other,"2022"
Klaatu (in Skiff Guard Outfit),0,21.0,15.1,loose_figure,alien/other,"2022"
Klaatu (in Skiff Guard Outfit),0,26.88,15.1,loose_figure,alien/other,"2022"
Klaatu (in Skiff Guard Outfit),0,16.99,14.0,loose_figure,alien/other,"2023"
Klaatu (in Skiff Guard Outfit),0,25.38,14.0,loose_figure,alien/other,"2023"
Klaatu (in Skiff Guard Outfit),0,14.5,14.0,loose_figure,alien/other,"2023"
Klaatu (in Skiff Guard Outfit),0,99.44,14.0,loose_figure,alien/other,"2023"
Klaatu (in Skiff Guard Outfit),0,31.0,14.0,loose_figure,alien/other,"2023"
Klaatu (in Skiff Guard Outfit),0,23.0,14.0,loose_figure,alien/other,"2023"
Klaatu (in Skiff Guard Outfit),0,28.0,14.0,loose_figure,alien/other,"2023"
Klaatu (in Skiff Guard Outfit),0,37.35,14.0,loose_figure,alien/other,"2023"
Klaatu (in Skiff Guard Outfit),0,19.73,14.0,loose_figure,alien/other,"2023"
Klaatu (in Skiff Guard Outfit),0,21.6,14.0,loose_figure,alien/other,"2023"
Klaatu (in Skiff Guard Outfit),0,15.0,13.5,loose_figure,alien/other,"2024"
Klaatu (in Skiff Guard Outfit),0,17.99,13.5,loose_figure,alien/other,"2024"
Klaatu (in Skiff Guard Outfit),0,19.5,13.5,loose_figure,alien/other,"2024"
Klaatu (in Skiff Guard Outfit),0,21.43,13.5,loose_figure,alien/other,"2024"
Klaatu (in Skiff Guard Outfit),0,23.0,13.5,loose_figure,alien/other,"2024"
Klaatu (in Skiff Guard Outfit),0,24.5,13.5,loose_figure,alien/other,"2024"
Klaatu (in Skiff Guard Outfit),0,26.0,13.5,loose_figure,alien/other,"2024"
Klaatu (in Skiff Guard Outfit),0,28.99,13.5,loose_figure,alien/other,"2024"
Klaatu (in Skiff Guard Outfit),0,34.99,13.5,loose_figure,alien/other,"2024"
Klaatu (in Skiff Guard Outfit),0,188.5,13.5,loose_figure,alien/other,"2024"
Klaatu (in Skiff Guard Outfit),0,20.5,9.1,loose_figure,alien/other,"2025"
Klaatu (in Skiff Guard Outfit),0,16.06,9.1,loose_figure,alien/other,"2025"
Klaatu (in Skiff Guard Outfit),0,24.57,9.1,loose_figure,alien/other,"2025"
Klaatu (in Skiff Guard Outfit),0,34.5,9.1,loose_figure,alien/other,"2025"
Klaatu (in Skiff Guard Outfit),0,14.4,9.1,loose_figure,alien/other,"2025"
Klaatu (in Skiff Guard Outfit),0,19.5,9.1,loose_figure,alien/other,"2025"
Klaatu (in Skiff Guard Outfit),0,57.0,9.1,loose_figure,alien/other,"2025"
Klaatu (in Skiff Guard Outfit),0,23.0,9.1,loose_figure,alien/other,"2025"
Klaatu (in Skiff Guard Outfit),0,29.99,9.1,loose_figure,alien/other,"2025"
Klaatu (in Skiff Guard Outfit),0,22.5,9.1,loose_figure,alien/other,"2025"
Klaatu (in Skiff Guard Outfit),1,41.06,0.1,loose_figure,alien/other,"2013"
Klaatu (in Skiff Guard Outfit),1,41.06,0.1,loose_figure,alien/other,"2013"
Klaatu (in Skiff Guard Outfit),1,41.06,0.1,loose_figure,alien/other,"2013"
Klaatu (in Skiff Guard Outfit),1,41.06,0.1,loose_figure,alien/other,"2013"
Klaatu (in Skiff Guard Outfit),1,41.06,0.1,loose_figure,alien/other,"2013"
Klaatu (in Skiff Guard Outfit),1,41.06,0.1,loose_figure,alien/other,"2013"
Klaatu (in Skiff Guard Outfit),1,41.06,0.1,loose_figure,alien/other,"2013"
Klaatu (in Skiff Guard Outfit),1,41.06,0.1,loose_figure,alien/other,"2013"
Klaatu (in Skiff Guard Outfit),1,41.06,0.1,loose_figure,alien/other,"2013"
Klaatu (in Skiff Guard Outfit),1,41.06,0.1,loose_figure,alien/other,"2013"
Klaatu (in Skiff Guard Outfit),1,49.0,1.2,loose_figure,alien/other,"2014"
Klaatu (in Skiff Guard Outfit),1,39.6,1.2,loose_figure,alien/other,"2014"
Klaatu (in Skiff Guard Outfit),1,34.0,1.2,loose_figure,alien/other,"2014"
Klaatu (in Skiff Guard Outfit),1,32.88,1.2,loose_figure,alien/other,"2014"
Klaatu (in Skiff Guard Outfit),1,51.0,1.2,loose_figure,alien/other,"2014"
Klaatu (in Skiff Guard Outfit),1,35.75,1.2,loose_figure,alien/other,"2014"
Klaatu (in Skiff Guard Outfit),1,44.0,1.2,loose_figure,alien/other,"2014"
Klaatu (in Skiff Guard Outfit),1,87.47,1.2,loose_figure,alien/other,"2014"
Klaatu (in Skiff Guard Outfit),1,32.17,1.2,loose_figure,alien/other,"2014"
Klaatu (in Skiff Guard Outfit),1,49.0,1.2,loose_figure,alien/other,"2014"
Klaatu (in Skiff Guard Outfit),1,40.41,2.5,loose_figure,alien/other,"2015"
Klaatu (in Skiff Guard Outfit),1,78.63,2.5,loose_figure,alien/other,"2015"
Klaatu (in Skiff Guard Outfit),1,41.66,2.5,loose_figure,alien/other,"2015"
Klaatu (in Skiff Guard Outfit),1,36.02,2.5,loose_figure,alien/other,"2015"
Klaatu (in Skiff Guard Outfit),1,31.0,2.5,loose_figure,alien/other,"2015"
Klaatu (in Skiff Guard Outfit),1,43.57,2.5,loose_figure,alien/other,"2015"
Klaatu (in Skiff Guard Outfit),1,44.72,2.5,loose_figure,alien/other,"2015"
Klaatu (in Skiff Guard Outfit),1,33.0,2.5,loose_figure,alien/other,"2015"
Klaatu (in Skiff Guard Outfit),1,48.57,2.5,loose_figure,alien/other,"2015"
Klaatu (in Skiff Guard Outfit),1,30.0,2.5,loose_figure,alien/other,"2015"
Klaatu (in Skiff Guard Outfit),1,44.99,1.0,loose_figure,alien/other,"2016"
Klaatu (in Skiff Guard Outfit),1,44.78,1.0,loose_figure,alien/other,"2016"
Klaatu (in Skiff Guard Outfit),1,44.99,1.0,loose_figure,alien/other,"2016"
Klaatu (in Skiff Guard Outfit),1,37.0,1.0,loose_figure,alien/other,"2016"
Klaatu (in Skiff Guard Outfit),1,39.89,1.0,loose_figure,alien/other,"2016"
Klaatu (in Skiff Guard Outfit),1,65.89,1.0,loose_figure,alien/other,"2016"
Klaatu (in Skiff Guard Outfit),1,79.99,1.0,loose_figure,alien/other,"2016"
Klaatu (in Skiff Guard Outfit),1,85.0,1.0,loose_figure,alien/other,"2016"
Klaatu (in Skiff Guard Outfit),1,38.3,1.0,loose_figure,alien/other,"2016"
Klaatu (in Skiff Guard Outfit),1,34.97,1.0,loose_figure,alien/other,"2016"
Klaatu (in Skiff Guard Outfit),1,59.0,2.0,loose_figure,alien/other,"2017"
Klaatu (in Skiff Guard Outfit),1,41.9,2.0,loose_figure,alien/other,"2017"
Klaatu (in Skiff Guard Outfit),1,45.55,2.0,loose_figure,alien/other,"2017"
Klaatu (in Skiff Guard Outfit),1,55.4,2.0,loose_figure,alien/other,"2017"
Klaatu (in Skiff Guard Outfit),1,50.0,2.0,loose_figure,alien/other,"2017"
Klaatu (in Skiff Guard Outfit),1,82.0,2.0,loose_figure,alien/other,"2017"
Klaatu (in Skiff Guard Outfit),1,62.73,2.0,loose_figure,alien/other,"2017"
Klaatu (in Skiff Guard Outfit),1,33.03,2.0,loose_figure,alien/other,"2017"
Klaatu (in Skiff Guard Outfit),1,51.0,2.0,loose_figure,alien/other,"2017"
Klaatu (in Skiff Guard Outfit),1,41.0,2.0,loose_figure,alien/other,"2017"
Klaatu (in Skiff Guard Outfit),1,24.05,2.7,loose_figure,alien/other,"2018"
Klaatu (in Skiff Guard Outfit),1,35.06,2.7,loose_figure,alien/other,"2018"
Klaatu (in Skiff Guard Outfit),1,68.19,2.7,loose_figure,alien/other,"2018"
Klaatu (in Skiff Guard Outfit),1,56.0,2.7,loose_figure,alien/other,"2018"
Klaatu (in Skiff Guard Outfit),1,43.64,2.7,loose_figure,alien/other,"2018"
Klaatu (in Skiff Guard Outfit),1,47.88,2.7,loose_figure,alien/other,"2018"
Klaatu (in Skiff Guard Outfit),1,62.0,2.7,loose_figure,alien/other,"2018"
Klaatu (in Skiff Guard Outfit),1,46.98,2.7,loose_figure,alien/other,"2018"
Klaatu (in Skiff Guard Outfit),1,39.0,2.7,loose_figure,alien/other,"2018"
Klaatu (in Skiff Guard Outfit),1,111.48,2.7,loose_figure,alien/other,"2018"
Klaatu (in Skiff Guard Outfit),1,66.73,3.3,loose_figure,alien/other,"2019"
Klaatu (in Skiff Guard Outfit),1,49.12,3.3,loose_figure,alien/other,"2019"
Klaatu (in Skiff Guard Outfit),1,51.56,3.3,loose_figure,alien/other,"2019"
Klaatu (in Skiff Guard Outfit),1,53.0,3.3,loose_figure,alien/other,"2019"
Klaatu (in Skiff Guard Outfit),1,45.49,3.3,loose_figure,alien/other,"2019"
Klaatu (in Skiff Guard Outfit),1,55.37,3.3,loose_figure,alien/other,"2019"
Klaatu (in Skiff Guard Outfit),1,30.29,3.3,loose_figure,alien/other,"2019"
Klaatu (in Skiff Guard Outfit),1,118.81,3.3,loose_figure,alien/other,"2019"
Klaatu (in Skiff Guard Outfit),1,38.84,3.3,loose_figure,alien/other,"2019"
Klaatu (in Skiff Guard Outfit),1,40.78,3.3,loose_figure,alien/other,"2019"
Klaatu (in Skiff Guard Outfit),1,37.02,2.3,loose_figure,alien/other,"2020"
Klaatu (in Skiff Guard Outfit),1,49.08,2.3,loose_figure,alien/other,"2020"
Klaatu (in Skiff Guard Outfit),1,80.43,2.3,loose_figure,alien/other,"2020"
Klaatu (in Skiff Guard Outfit),1,55.71,2.3,loose_figure,alien/other,"2020"
Klaatu (in Skiff Guard Outfit),1,42.95,2.3,loose_figure,alien/other,"2020"
Klaatu (in Skiff Guard Outfit),1,73.69,2.3,loose_figure,alien/other,"2020"
Klaatu (in Skiff Guard Outfit),1,67.73,2.3,loose_figure,alien/other,"2020"
Klaatu (in Skiff Guard Outfit),1,63.0,2.3,loose_figure,alien/other,"2020"
Klaatu (in Skiff Guard Outfit),1,58.84,2.3,loose_figure,alien/other,"2020"
Klaatu (in Skiff Guard Outfit),1,120.74,2.3,loose_figure,alien/other,"2020"
Klaatu (in Skiff Guard Outfit),1,77.72,2.2,loose_figure,alien/other,"2021"
Klaatu (in Skiff Guard Outfit),1,44.0,2.2,loose_figure,alien/other,"2021"
Klaatu (in Skiff Guard Outfit),1,89.99,2.2,loose_figure,alien/other,"2021"
Klaatu (in Skiff Guard Outfit),1,74.72,2.2,loose_figure,alien/other,"2021"
Klaatu (in Skiff Guard Outfit),1,133.64,2.2,loose_figure,alien/other,"2021"
Klaatu (in Skiff Guard Outfit),1,65.04,2.2,loose_figure,alien/other,"2021"
Klaatu (in Skiff Guard Outfit),1,51.0,2.2,loose_figure,alien/other,"2021"
Klaatu (in Skiff Guard Outfit),1,85.0,2.2,loose_figure,alien/other,"2021"
Klaatu (in Skiff Guard Outfit),1,154.91,2.2,loose_figure,alien/other,"2021"
Klaatu (in Skiff Guard Outfit),1,56.0,2.2,loose_figure,alien/other,"2021"
Klaatu (in Skiff Guard Outfit),1,71.77,2.6,loose_figure,alien/other,"2022"
Klaatu (in Skiff Guard Outfit),1,50.99,2.6,loose_figure,alien/other,"2022"
Klaatu (in Skiff Guard Outfit),1,68.0,2.6,loose_figure,alien/other,"2022"
Klaatu (in Skiff Guard Outfit),1,222.5,2.6,loose_figure,alien/other,"2022"
Klaatu (in Skiff Guard Outfit),1,140.66,2.6,loose_figure,alien/other,"2022"
Klaatu (in Skiff Guard Outfit),1,86.77,2.6,loose_figure,alien/other,"2022"
Klaatu (in Skiff Guard Outfit),1,119.99,2.6,loose_figure,alien/other,"2022"
Klaatu (in Skiff Guard Outfit),1,108.75,2.6,loose_figure,alien/other,"2022"
Klaatu (in Skiff Guard Outfit),1,102.97,2.6,loose_figure,alien/other,"2022"
Klaatu (in Skiff Guard Outfit),1,94.92,2.6,loose_figure,alien/other,"2022"
Klaatu (in Skiff Guard Outfit),1,61.95,2.7,loose_figure,alien/other,"2023"
Klaatu (in Skiff Guard Outfit),1,96.04,2.7,loose_figure,alien/other,"2023"
Klaatu (in Skiff Guard Outfit),1,58.43,2.7,loose_figure,alien/other,"2023"
Klaatu (in Skiff Guard Outfit),1,128.26,2.7,loose_figure,alien/other,"2023"
Klaatu (in Skiff Guard Outfit),1,63.58,2.7,loose_figure,alien/other,"2023"
Klaatu (in Skiff Guard Outfit),1,38.4,2.7,loose_figure,alien/other,"2023"
Klaatu (in Skiff Guard Outfit),1,84.89,2.7,loose_figure,alien/other,"2023"
Klaatu (in Skiff Guard Outfit),1,197.6,2.7,loose_figure,alien/other,"2023"
Klaatu (in Skiff Guard Outfit),1,101.59,2.7,loose_figure,alien/other,"2023"
Klaatu (in Skiff Guard Outfit),1,80.0,2.7,loose_figure,alien/other,"2023"
Klaatu (in Skiff Guard Outfit),1,114.84,2.4,loose_figure,alien/other,"2024"
Klaatu (in Skiff Guard Outfit),1,55.4,2.4,loose_figure,alien/other,"2024"
Klaatu (in Skiff Guard Outfit),1,75.0,2.4,loose_figure,alien/other,"2024"
Klaatu (in Skiff Guard Outfit),1,86.92,2.4,loose_figure,alien/other,"2024"
Klaatu (in Skiff Guard Outfit),1,199.0,2.4,loose_figure,alien/other,"2024"
Klaatu (in Skiff Guard Outfit),1,93.06,2.4,loose_figure,alien/other,"2024"
Klaatu (in Skiff Guard Outfit),1,82.99,2.4,loose_figure,alien/other,"2024"
Klaatu (in Skiff Guard Outfit),1,50.44,2.4,loose_figure,alien/other,"2024"
Klaatu (in Skiff Guard Outfit),1,131.85,2.4,loose_figure,alien/other,"2024"
Klaatu (in Skiff Guard Outfit),1,129.8,2.4,loose_figure,alien/other,"2024"
Klaatu (in Skiff Guard Outfit),1,51.0,0.8,loose_figure,alien/other,"2025"
Klaatu (in Skiff Guard Outfit),1,175.0,0.8,loose_figure,alien/other,"2025"
Klaatu (in Skiff Guard Outfit),1,99.99,0.8,loose_figure,alien/other,"2025"
Klaatu (in Skiff Guard Outfit),1,72.0,0.8,loose_figure,alien/other,"2025"
Klaatu (in Skiff Guard Outfit),1,127.84,0.8,loose_figure,alien/other,"2025"
Klaatu (in Skiff Guard Outfit),1,499.0,0.8,loose_figure,alien/other,"2025"
Klaatu (in Skiff Guard Outfit),1,72.0,0.8,loose_figure,alien/other,"2025"
Klaatu (in Skiff Guard Outfit),1,127.84,0.8,loose_figure,alien/other,"2025"
Klaatu (in Skiff Guard Outfit),1,183.91,0.8,loose_figure,alien/other,"2025"
Klaatu (in Skiff Guard Outfit),1,59.01,0.8,loose_figure,alien/other,"2025"
Klaatu (in Skiff Guard Outfit),0,67.94,1.0,moc_figure,alien/other,"2013"
Klaatu (in Skiff Guard Outfit),0,26.44,1.0,moc_figure,alien/other,"2013"
Klaatu (in Skiff Guard Outfit),0,27.94,5.0,moc_figure,alien/other,"2014"
Klaatu (in Skiff Guard Outfit),0,42.57,5.0,moc_figure,alien/other,"2014"
Klaatu (in Skiff Guard Outfit),0,33.23,5.0,moc_figure,alien/other,"2014"
Klaatu (in Skiff Guard Outfit),0,37.02,8.0,moc_figure,alien/other,"2014"
Klaatu (in Skiff Guard Outfit),0,32.83,8.0,moc_figure,alien/other,"2014"
Klaatu (in Skiff Guard Outfit),0,35.17,1.0,moc_figure,alien/other,"2014"
Klaatu (in Skiff Guard Outfit),0,26.75,2.0,moc_figure,alien/other,"2014"
Klaatu (in Skiff Guard Outfit),0,57.17,7.0,moc_figure,alien/other,"2014"
Klaatu (in Skiff Guard Outfit),0,29.49,4.0,moc_figure,alien/other,"2014"
Klaatu (in Skiff Guard Outfit),0,33.59,7.0,moc_figure,alien/other,"2014"
Klaatu (in Skiff Guard Outfit),0,33.25,9.0,moc_figure,alien/other,"2014"
Klaatu (in Skiff Guard Outfit),0,42.38,8.0,moc_figure,alien/other,"2015"
Klaatu (in Skiff Guard Outfit),0,47.28,6.0,moc_figure,alien/other,"2015"
Klaatu (in Skiff Guard Outfit),0,31.4,5.0,moc_figure,alien/other,"2015"
Klaatu (in Skiff Guard Outfit),0,35.43,8.0,moc_figure,alien/other,"2015"
Klaatu (in Skiff Guard Outfit),0,53.25,2.0,moc_figure,alien/other,"2015"
Klaatu (in Skiff Guard Outfit),0,49.06,8.0,moc_figure,alien/other,"2015"
Klaatu (in Skiff Guard Outfit),0,34.7,7.0,moc_figure,alien/other,"2015"
Klaatu (in Skiff Guard Outfit),0,59.4,11.0,moc_figure,alien/other,"2015"
Klaatu (in Skiff Guard Outfit),0,49.4,6.0,moc_figure,alien/other,"2015"
Klaatu (in Skiff Guard Outfit),0,65.18,11.0,moc_figure,alien/other,"2015"
Klaatu (in Skiff Guard Outfit),0,66.34,8.0,moc_figure,alien/other,"2015"
Klaatu (in Skiff Guard Outfit),0,44.52,9.0,moc_figure,alien/other,"2015"
Klaatu (in Skiff Guard Outfit),0,53.65,9.0,moc_figure,alien/other,"2016"
Klaatu (in Skiff Guard Outfit),0,44.73,5.0,moc_figure,alien/other,"2016"
Klaatu (in Skiff Guard Outfit),0,33.28,5.0,moc_figure,alien/other,"2016"
Klaatu (in Skiff Guard Outfit),0,54.13,11.0,moc_figure,alien/other,"2016"
Klaatu (in Skiff Guard Outfit),0,39.68,6.0,moc_figure,alien/other,"2016"
Klaatu (in Skiff Guard Outfit),0,55.27,9.0,moc_figure,alien/other,"2016"
Klaatu (in Skiff Guard Outfit),0,47.62,4.0,moc_figure,alien/other,"2016"
Klaatu (in Skiff Guard Outfit),0,44.69,4.0,moc_figure,alien/other,"2016"
Klaatu (in Skiff Guard Outfit),0,49.37,9.0,moc_figure,alien/other,"2016"
Klaatu (in Skiff Guard Outfit),0,54.13,11.0,moc_figure,alien/other,"2016"
Klaatu (in Skiff Guard Outfit),0,39.06,8.0,moc_figure,alien/other,"2016"
Klaatu (in Skiff Guard Outfit),0,42.1,10.0,moc_figure,alien/other,"2016"
Klaatu (in Skiff Guard Outfit),0,54.94,10.0,moc_figure,alien/other,"2017"
Klaatu (in Skiff Guard Outfit),0,55.17,5.0,moc_figure,alien/other,"2017"
Klaatu (in Skiff Guard Outfit),0,52.28,5.0,moc_figure,alien/other,"2017"
Klaatu (in Skiff Guard Outfit),0,50.88,5.0,moc_figure,alien/other,"2017"
Klaatu (in Skiff Guard Outfit),0,48.43,4.0,moc_figure,alien/other,"2017"
Klaatu (in Skiff Guard Outfit),0,42.6,7.0,moc_figure,alien/other,"2017"
Klaatu (in Skiff Guard Outfit),0,38.61,8.0,moc_figure,alien/other,"2017"
Klaatu (in Skiff Guard Outfit),0,37.7,6.0,moc_figure,alien/other,"2017"
Klaatu (in Skiff Guard Outfit),0,37.75,4.0,moc_figure,alien/other,"2017"
Klaatu (in Skiff Guard Outfit),0,48.04,6.0,moc_figure,alien/other,"2017"
Klaatu (in Skiff Guard Outfit),0,54.98,3.0,moc_figure,alien/other,"2017"
Klaatu (in Skiff Guard Outfit),0,49.55,4.0,moc_figure,alien/other,"2017"
Klaatu (in Skiff Guard Outfit),0,63.36,7.0,moc_figure,alien/other,"2018"
Klaatu (in Skiff Guard Outfit),0,77.2,5.0,moc_figure,alien/other,"2018"
Klaatu (in Skiff Guard Outfit),0,41.82,6.0,moc_figure,alien/other,"2018"
Klaatu (in Skiff Guard Outfit),0,45.97,5.0,moc_figure,alien/other,"2018"
Klaatu (in Skiff Guard Outfit),0,48.95,7.0,moc_figure,alien/other,"2018"
Klaatu (in Skiff Guard Outfit),0,51.63,8.0,moc_figure,alien/other,"2018"
Klaatu (in Skiff Guard Outfit),0,51.88,7.0,moc_figure,alien/other,"2018"
Klaatu (in Skiff Guard Outfit),0,43.66,4.0,moc_figure,alien/other,"2018"
Klaatu (in Skiff Guard Outfit),0,64.67,2.0,moc_figure,alien/other,"2018"
Klaatu (in Skiff Guard Outfit),0,63.81,12.0,moc_figure,alien/other,"2018"
Klaatu (in Skiff Guard Outfit),0,60.32,4.0,moc_figure,alien/other,"2018"
Klaatu (in Skiff Guard Outfit),0,45.68,3.0,moc_figure,alien/other,"2018"
Klaatu (in Skiff Guard Outfit),0,61.95,5.0,moc_figure,alien/other,"2019"
Klaatu (in Skiff Guard Outfit),0,57.61,5.0,moc_figure,alien/other,"2019"
Klaatu (in Skiff Guard Outfit),0,62.96,4.0,moc_figure,alien/other,"2019"
Klaatu (in Skiff Guard Outfit),0,52.1,3.0,moc_figure,alien/other,"2019"
Klaatu (in Skiff Guard Outfit),0,60.67,7.0,moc_figure,alien/other,"2019"
Klaatu (in Skiff Guard Outfit),0,51.95,6.0,moc_figure,alien/other,"2019"
Klaatu (in Skiff Guard Outfit),0,32.81,3.0,moc_figure,alien/other,"2019"
Klaatu (in Skiff Guard Outfit),0,48.97,7.0,moc_figure,alien/other,"2019"
Klaatu (in Skiff Guard Outfit),0,58.97,5.0,moc_figure,alien/other,"2019"
Klaatu (in Skiff Guard Outfit),0,48.23,7.0,moc_figure,alien/other,"2019"
Klaatu (in Skiff Guard Outfit),0,53.9,3.0,moc_figure,alien/other,"2019"
Klaatu (in Skiff Guard Outfit),0,73.01,4.0,moc_figure,alien/other,"2019"
Klaatu (in Skiff Guard Outfit),0,54.03,3.0,moc_figure,alien/other,"2020"
Klaatu (in Skiff Guard Outfit),0,48.53,6.0,moc_figure,alien/other,"2020"
Klaatu (in Skiff Guard Outfit),0,45.25,10.0,moc_figure,alien/other,"2020"
Klaatu (in Skiff Guard Outfit),0,55.2,8.0,moc_figure,alien/other,"2020"
Klaatu (in Skiff Guard Outfit),0,73.48,9.0,moc_figure,alien/other,"2020"
Klaatu (in Skiff Guard Outfit),0,46.0,12.0,moc_figure,alien/other,"2020"
Klaatu (in Skiff Guard Outfit),0,60.68,7.0,moc_figure,alien/other,"2020"
Klaatu (in Skiff Guard Outfit),0,52.58,10.0,moc_figure,alien/other,"2020"
Klaatu (in Skiff Guard Outfit),0,43.97,2.0,moc_figure,alien/other,"2020"
Klaatu (in Skiff Guard Outfit),0,48.6,5.0,moc_figure,alien/other,"2020"
Klaatu (in Skiff Guard Outfit),0,88.71,9.0,moc_figure,alien/other,"2020"
Klaatu (in Skiff Guard Outfit),0,66.02,6.0,moc_figure,alien/other,"2020"
Klaatu (in Skiff Guard Outfit),0,56.41,3.0,moc_figure,alien/other,"2021"
Klaatu (in Skiff Guard Outfit),0,90.37,1.0,moc_figure,alien/other,"2021"
Klaatu (in Skiff Guard Outfit),0,73.76,9.0,moc_figure,alien/other,"2021"
Klaatu (in Skiff Guard Outfit),0,83.73,7.0,moc_figure,alien/other,"2021"
Klaatu (in Skiff Guard Outfit),0,79.35,8.0,moc_figure,alien/other,"2021"
Klaatu (in Skiff Guard Outfit),0,86.32,11.0,moc_figure,alien/other,"2021"
Klaatu (in Skiff Guard Outfit),0,59.75,4.0,moc_figure,alien/other,"2021"
Klaatu (in Skiff Guard Outfit),0,74.94,10.0,moc_figure,alien/other,"2021"
Klaatu (in Skiff Guard Outfit),0,84.8,5.0,moc_figure,alien/other,"2021"
Klaatu (in Skiff Guard Outfit),0,51.75,5.0,moc_figure,alien/other,"2021"
Klaatu (in Skiff Guard Outfit),0,88.92,9.0,moc_figure,alien/other,"2021"
Klaatu (in Skiff Guard Outfit),0,72.08,6.0,moc_figure,alien/other,"2021"
Klaatu (in Skiff Guard Outfit),0,105.08,8.0,moc_figure,alien/other,"2022"
Klaatu (in Skiff Guard Outfit),0,98.37,7.0,moc_figure,alien/other,"2022"
Klaatu (in Skiff Guard Outfit),0,89.0,3.0,moc_figure,alien/other,"2022"
Klaatu (in Skiff Guard Outfit),0,83.54,7.0,moc_figure,alien/other,"2022"
Klaatu (in Skiff Guard Outfit),0,58.67,6.0,moc_figure,alien/other,"2022"
Klaatu (in Skiff Guard Outfit),0,110.83,4.0,moc_figure,alien/other,"2022"
Klaatu (in Skiff Guard Outfit),0,96.89,11.0,moc_figure,alien/other,"2022"
Klaatu (in Skiff Guard Outfit),0,90.34,4.0,moc_figure,alien/other,"2022"
Klaatu (in Skiff Guard Outfit),0,85.5,5.0,moc_figure,alien/other,"2022"
Klaatu (in Skiff Guard Outfit),0,85.08,9.0,moc_figure,alien/other,"2022"
Klaatu (in Skiff Guard Outfit),0,102.15,4.0,moc_figure,alien/other,"2022"
