"figure","authenticity_n","selling_price","sales","condition","character_type","year"
Chief Chirpa,0,98.59,7.0,moc_figure,alien/other,"2024"
Chief Chirpa,0,67.88,6.0,moc_figure,alien/other,"2024"
Chief Chirpa,0,68.1,6.0,moc_figure,alien/other,"2024"
Chief Chirpa,0,87.24,6.0,moc_figure,alien/other,"2024"
Chief Chirpa,0,113.25,8.0,moc_figure,alien/other,"2024"
Chief Chirpa,0,80.88,11.0,moc_figure,alien/other,"2024"
Chief Chirpa,0,133.75,10.0,moc_figure,alien/other,"2024"
Chief Chirpa,0,75.98,10.0,moc_figure,alien/other,"2024"
Chief Chirpa,0,76.05,2.0,moc_figure,alien/other,"2024"
Chief Chirpa,0,84.95,6.0,moc_figure,alien/other,"2024"
Chief Chirpa,0,79.35,8.0,moc_figure,alien/other,"2024"
Chief Chirpa,0,81.26,10.0,moc_figure,alien/other,"2024"
Chief Chirpa,0,108.69,10.0,moc_figure,alien/other,"2025"
Chief Chirpa,0,70.5,5.0,moc_figure,alien/other,"2025"
Chief Chirpa,0,85.37,5.0,moc_figure,alien/other,"2025"
Chief Chirpa,0,80.77,6.0,moc_figure,alien/other,"2025"
Chief Chirpa,0,100.19,5.0,moc_figure,alien/other,"2025"
Chief Chirpa,0,74.64,8.0,moc_figure,alien/other,"2025"
Chief Chirpa,0,124.11,5.0,moc_figure,alien/other,"2025"
Chief Chirpa,0,100.78,7.0,moc_figure,alien/other,"2025"
Chief Chirpa,0,75.79,6.0,moc_figure,alien/other,"2025"
Chief Chirpa,1,161.5,1.0,moc_figure,alien/other,"2014"
Chief Chirpa,1,299.66,1.0,moc_figure,alien/other,"2014"
Chief Chirpa,1,42.0,1.0,moc_figure,alien/other,"2014"
Chief Chirpa,1,86.8,3.0,moc_figure,alien/other,"2014"
Chief Chirpa,1,51.48,1.0,moc_figure,alien/other,"2014"
Chief Chirpa,1,160.29,1.0,moc_figure,alien/other,"2014"
Chief Chirpa,1,144.49,1.0,moc_figure,alien/other,"2014"
Chief Chirpa,1,607.75,1.0,moc_figure,alien/other,"2014"
Chief Chirpa,1,191.5,1.0,moc_figure,alien/other,"2015"
Chief Chirpa,1,195.39,1.0,moc_figure,alien/other,"2015"
Chief Chirpa,1,181.6,3.0,moc_figure,alien/other,"2015"
Chief Chirpa,1,167.8,1.0,moc_figure,alien/other,"2015"
Chief Chirpa,1,97.5,1.0,moc_figure,alien/other,"2015"
Chief Chirpa,1,148.51,1.0,moc_figure,alien/other,"2015"
Chief Chirpa,1,327.0,1.0,moc_figure,alien/other,"2016"
Chief Chirpa,1,108.21,1.0,moc_figure,alien/other,"2016"
Chief Chirpa,1,291.05,1.0,moc_figure,alien/other,"2016"
Chief Chirpa,1,127.23,1.0,moc_figure,alien/other,"2016"
Chief Chirpa,1,115.57,3.0,moc_figure,alien/other,"2017"
Chief Chirpa,1,138.38,2.0,moc_figure,alien/other,"2017"
Chief Chirpa,1,182.75,2.0,moc_figure,alien/other,"2017"
Chief Chirpa,1,178.18,1.0,moc_figure,alien/other,"2018"
Chief Chirpa,1,970.0,1.0,moc_figure,alien/other,"2018"
Chief Chirpa,1,171.6,2.0,moc_figure,alien/other,"2019"
Chief Chirpa,1,114.23,2.0,moc_figure,alien/other,"2019"
Chief Chirpa,1,196.75,2.0,moc_figure,alien/other,"2019"
Chief Chirpa,1,132.5,1.0,moc_figure,alien/other,"2019"
Chief Chirpa,1,90.0,1.0,moc_figure,alien/other,"2019"
Chief Chirpa,1,223.52,2.0,moc_figure,alien/other,"2019"
Chief Chirpa,1,148.83,3.0,moc_figure,alien/other,"2019"
Chief Chirpa,1,245.0,1.0,moc_figure,alien/other,"2020"
Chief Chirpa,1,117.0,1.0,moc_figure,alien/other,"2020"
Chief Chirpa,1,162.5,1.0,moc_figure,alien/other,"2020"
Chief Chirpa,1,37.43,1.0,moc_figure,alien/other,"2020"
Chief Chirpa,1,103.5,1.0,moc_figure,alien/other,"2020"
Chief Chirpa,1,152.49,1.0,moc_figure,alien/other,"2021"
Chief Chirpa,1,248.85,5.0,moc_figure,alien/other,"2021"
Chief Chirpa,1,119.0,1.0,moc_figure,alien/other,"2021"
Chief Chirpa,1,337.5,1.0,moc_figure,alien/other,"2021"
Chief Chirpa,1,584.1,1.0,moc_figure,alien/other,"2021"
Chief Chirpa,1,160.86,2.0,moc_figure,alien/other,"2021"
Chief Chirpa,1,184.6,1.0,moc_figure,alien/other,"2021"
Chief Chirpa,1,200.5,1.0,moc_figure,alien/other,"2021"
Chief Chirpa,1,330.2,2.0,moc_figure,alien/other,"2022"
Chief Chirpa,1,451.5,2.0,moc_figure,alien/other,"2022"
Chief Chirpa,1,229.4,1.0,moc_figure,alien/other,"2022"
Chief Chirpa,1,1044.89,1.0,moc_figure,alien/other,"2022"
Chief Chirpa,1,162.43,1.0,moc_figure,alien/other,"2022"
Chief Chirpa,1,208.6,2.0,moc_figure,alien/other,"2023"
Chief Chirpa,1,255.0,1.0,moc_figure,alien/other,"2023"
Chief Chirpa,1,213.75,1.0,moc_figure,alien/other,"2023"
Chief Chirpa,1,182.6,2.0,moc_figure,alien/other,"2023"
Chief Chirpa,1,519.2,1.0,moc_figure,alien/other,"2023"
Chief Chirpa,1,187.5,1.0,moc_figure,alien/other,"2023"
Chief Chirpa,1,464.04,2.0,moc_figure,alien/other,"2023"
Chief Chirpa,1,238.88,4.0,moc_figure,alien/other,"2024"
Chief Chirpa,1,164.62,2.0,moc_figure,alien/other,"2024"
Chief Chirpa,1,359.85,3.0,moc_figure,alien/other,"2024"
Chief Chirpa,1,455.0,1.0,moc_figure,alien/other,"2024"
Chief Chirpa,1,337.42,3.0,moc_figure,alien/other,"2024"
Chief Chirpa,1,709.0,1.0,moc_figure,alien/other,"2024"
Chief Chirpa,1,132.42,6.0,moc_figure,alien/other,"2024"
Chief Chirpa,1,143.21,6.0,moc_figure,alien/other,"2024"
Chief Chirpa,1,194.7,1.0,moc_figure,alien/other,"2025"
Chief Chirpa,1,2174.15,1.0,moc_figure,alien/other,"2025"
Chief Chirpa,1,259.6,2.0,moc_figure,alien/other,"2025"
Chief Chirpa,1,824.23,1.0,moc_figure,alien/other,"2025"
Cloud Car Pilot,0,28.76,0.7,loose_figure,rebel,"2013"
Cloud Car Pilot,0,36.64,0.7,loose_figure,rebel,"2013"
Cloud Car Pilot,0,28.76,0.7,loose_figure,rebel,"2013"
Cloud Car Pilot,0,13.1,0.7,loose_figure,rebel,"2013"
Cloud Car Pilot,0,26.68,0.7,loose_figure,rebel,"2013"
Cloud Car Pilot,0,14.84,0.7,loose_figure,rebel,"2013"
Cloud Car Pilot,0,15.25,0.7,loose_figure,rebel,"2013"
Cloud Car Pilot,0,29.01,0.7,loose_figure,rebel,"2013"
Cloud Car Pilot,0,26.68,0.7,loose_figure,rebel,"2013"
Cloud Car Pilot,0,14.84,0.7,loose_figure,rebel,"2013"
Cloud Car Pilot,0,22.28,5.7,loose_figure,rebel,"2014"
Cloud Car Pilot,0,34.63,5.7,loose_figure,rebel,"2014"
Cloud Car Pilot,0,18.01,5.7,loose_figure,rebel,"2014"
Cloud Car Pilot,0,15.32,5.7,loose_figure,rebel,"2014"
Cloud Car Pilot,0,24.06,5.7,loose_figure,rebel,"2014"
Cloud Car Pilot,0,165.64,5.7,loose_figure,rebel,"2014"
Cloud Car Pilot,0,26.0,5.7,loose_figure,rebel,"2014"
Cloud Car Pilot,0,20.5,5.7,loose_figure,rebel,"2014"
Cloud Car Pilot,0,12.5,5.7,loose_figure,rebel,"2014"
Cloud Car Pilot,0,9.74,5.7,loose_figure,rebel,"2014"
Cloud Car Pilot,0,18.5,8.8,loose_figure,rebel,"2015"
Cloud Car Pilot,0,39.81,8.8,loose_figure,rebel,"2015"
Cloud Car Pilot,0,21.49,8.8,loose_figure,rebel,"2015"
Cloud Car Pilot,0,47.1,8.8,loose_figure,rebel,"2015"
Cloud Car Pilot,0,879.98,8.8,loose_figure,rebel,"2015"
Cloud Car Pilot,0,23.67,8.8,loose_figure,rebel,"2015"
Cloud Car Pilot,0,31.0,8.8,loose_figure,rebel,"2015"
Cloud Car Pilot,0,26.52,8.8,loose_figure,rebel,"2015"
Cloud Car Pilot,0,34.55,8.8,loose_figure,rebel,"2015"
Cloud Car Pilot,0,15.54,8.8,loose_figure,rebel,"2015"
Cloud Car Pilot,0,26.0,10.9,loose_figure,rebel,"2016"
Cloud Car Pilot,0,83.52,10.9,loose_figure,rebel,"2016"
Cloud Car Pilot,0,33.55,10.9,loose_figure,rebel,"2016"
Cloud Car Pilot,0,22.06,10.9,loose_figure,rebel,"2016"
Cloud Car Pilot,0,43.43,10.9,loose_figure,rebel,"2016"
Cloud Car Pilot,0,31.0,10.9,loose_figure,rebel,"2016"
Cloud Car Pilot,0,39.99,10.9,loose_figure,rebel,"2016"
Cloud Car Pilot,0,53.38,10.9,loose_figure,rebel,"2016"
Cloud Car Pilot,0,1111.15,10.9,loose_figure,rebel,"2016"
Cloud Car Pilot,0,48.06,10.9,loose_figure,rebel,"2016"
Cloud Car Pilot,0,48.61,8.6,loose_figure,rebel,"2017"
Cloud Car Pilot,0,98.0,8.6,loose_figure,rebel,"2017"
Cloud Car Pilot,0,61.01,8.6,loose_figure,rebel,"2017"
Cloud Car Pilot,0,56.29,8.6,loose_figure,rebel,"2017"
Cloud Car Pilot,0,52.0,8.6,loose_figure,rebel,"2017"
Cloud Car Pilot,0,411.56,8.6,loose_figure,rebel,"2017"
Cloud Car Pilot,0,29.91,8.6,loose_figure,rebel,"2017"
Cloud Car Pilot,0,36.0,8.6,loose_figure,rebel,"2017"
Cloud Car Pilot,0,68.26,8.6,loose_figure,rebel,"2017"
Cloud Car Pilot,0,43.82,8.6,loose_figure,rebel,"2017"
Cloud Car Pilot,0,36.98,8.2,loose_figure,rebel,"2018"
Cloud Car Pilot,0,57.04,8.2,loose_figure,rebel,"2018"
Cloud Car Pilot,0,33.0,8.2,loose_figure,rebel,"2018"
Cloud Car Pilot,0,31.0,8.2,loose_figure,rebel,"2018"
Cloud Car Pilot,0,39.01,8.2,loose_figure,rebel,"2018"
Cloud Car Pilot,0,84.34,8.2,loose_figure,rebel,"2018"
Cloud Car Pilot,0,26.78,8.2,loose_figure,rebel,"2018"
Cloud Car Pilot,0,47.01,8.2,loose_figure,rebel,"2018"
Cloud Car Pilot,0,63.72,8.2,loose_figure,rebel,"2018"
Cloud Car Pilot,0,42.59,8.2,loose_figure,rebel,"2018"
Cloud Car Pilot,0,47.16,5.0,loose_figure,rebel,"2019"
Cloud Car Pilot,0,64.15,5.0,loose_figure,rebel,"2019"
Cloud Car Pilot,0,54.76,5.0,loose_figure,rebel,"2019"
Cloud Car Pilot,0,49.63,5.0,loose_figure,rebel,"2019"
Cloud Car Pilot,0,56.61,5.0,loose_figure,rebel,"2019"
Cloud Car Pilot,0,38.0,5.0,loose_figure,rebel,"2019"
Cloud Car Pilot,0,24.5,5.0,loose_figure,rebel,"2019"
Cloud Car Pilot,0,202.91,5.0,loose_figure,rebel,"2019"
Cloud Car Pilot,0,28.65,5.0,loose_figure,rebel,"2019"
Cloud Car Pilot,0,45.08,5.0,loose_figure,rebel,"2019"
Cloud Car Pilot,0,60.58,7.9,loose_figure,rebel,"2020"
Cloud Car Pilot,0,31.0,7.9,loose_figure,rebel,"2020"
Cloud Car Pilot,0,163.19,7.9,loose_figure,rebel,"2020"
Cloud Car Pilot,0,42.0,7.9,loose_figure,rebel,"2020"
Cloud Car Pilot,0,95.63,7.9,loose_figure,rebel,"2020"
Cloud Car Pilot,0,26.0,7.9,loose_figure,rebel,"2020"
Cloud Car Pilot,0,35.0,7.9,loose_figure,rebel,"2020"
Cloud Car Pilot,0,39.95,7.9,loose_figure,rebel,"2020"
Cloud Car Pilot,0,44.99,7.9,loose_figure,rebel,"2020"
Cloud Car Pilot,0,77.5,7.9,loose_figure,rebel,"2020"
Cloud Car Pilot,0,168.9,8.2,loose_figure,rebel,"2021"
Cloud Car Pilot,0,98.74,8.2,loose_figure,rebel,"2021"
Cloud Car Pilot,0,78.35,8.2,loose_figure,rebel,"2021"
Cloud Car Pilot,0,66.0,8.2,loose_figure,rebel,"2021"
Cloud Car Pilot,0,59.99,8.2,loose_figure,rebel,"2021"
Cloud Car Pilot,0,89.1,8.2,loose_figure,rebel,"2021"
Cloud Car Pilot,0,43.99,8.2,loose_figure,rebel,"2021"
Cloud Car Pilot,0,57.08,8.2,loose_figure,rebel,"2021"
Cloud Car Pilot,0,128.91,8.2,loose_figure,rebel,"2021"
Cloud Car Pilot,0,52.0,8.2,loose_figure,rebel,"2021"
Cloud Car Pilot,0,80.0,10.0,loose_figure,rebel,"2022"
Cloud Car Pilot,0,91.75,10.0,loose_figure,rebel,"2022"
Cloud Car Pilot,0,59.0,10.0,loose_figure,rebel,"2022"
Cloud Car Pilot,0,68.49,10.0,loose_figure,rebel,"2022"
Cloud Car Pilot,0,53.27,10.0,loose_figure,rebel,"2022"
Cloud Car Pilot,0,65.0,10.0,loose_figure,rebel,"2022"
Cloud Car Pilot,0,72.99,10.0,loose_figure,rebel,"2022"
Cloud Car Pilot,0,135.91,10.0,loose_figure,rebel,"2022"
Cloud Car Pilot,0,61.88,10.0,loose_figure,rebel,"2022"
Cloud Car Pilot,0,48.0,10.0,loose_figure,rebel,"2022"
Cloud Car Pilot,0,48.74,8.3,loose_figure,rebel,"2023"
Cloud Car Pilot,0,1075.0,8.3,loose_figure,rebel,"2023"
Cloud Car Pilot,0,86.0,8.3,loose_figure,rebel,"2023"
Cloud Car Pilot,0,69.99,8.3,loose_figure,rebel,"2023"
Cloud Car Pilot,0,67.71,8.3,loose_figure,rebel,"2023"
Cloud Car Pilot,0,64.33,8.3,loose_figure,rebel,"2023"
Cloud Car Pilot,0,59.99,8.3,loose_figure,rebel,"2023"
Cloud Car Pilot,0,57.0,8.3,loose_figure,rebel,"2023"
Cloud Car Pilot,0,54.95,8.3,loose_figure,rebel,"2023"
Cloud Car Pilot,0,41.0,8.3,loose_figure,rebel,"2023"
Cloud Car Pilot,0,39.99,9.7,loose_figure,rebel,"2024"
Cloud Car Pilot,0,94.85,9.7,loose_figure,rebel,"2024"
Cloud Car Pilot,0,59.95,9.7,loose_figure,rebel,"2024"
Cloud Car Pilot,0,68.0,9.7,loose_figure,rebel,"2024"
Cloud Car Pilot,0,74.99,9.7,loose_figure,rebel,"2024"
Cloud Car Pilot,0,55.24,9.7,loose_figure,rebel,"2024"
Cloud Car Pilot,0,810.0,9.7,loose_figure,rebel,"2024"
Cloud Car Pilot,0,47.55,9.7,loose_figure,rebel,"2024"
Cloud Car Pilot,0,81.0,9.7,loose_figure,rebel,"2024"
Cloud Car Pilot,0,64.0,9.7,loose_figure,rebel,"2024"
Cloud Car Pilot,0,74.99,5.3,loose_figure,rebel,"2025"
Cloud Car Pilot,0,124.99,5.3,loose_figure,rebel,"2025"
Cloud Car Pilot,0,90.0,5.3,loose_figure,rebel,"2025"
Cloud Car Pilot,0,51.0,5.3,loose_figure,rebel,"2025"
Cloud Car Pilot,0,59.88,5.3,loose_figure,rebel,"2025"
Cloud Car Pilot,0,78.0,5.3,loose_figure,rebel,"2025"
Cloud Car Pilot,0,59.99,5.3,loose_figure,rebel,"2025"
Cloud Car Pilot,0,63.7,5.3,loose_figure,rebel,"2025"
Cloud Car Pilot,0,68.0,5.3,loose_figure,rebel,"2025"
Cloud Car Pilot,0,64.0,5.3,loose_figure,rebel,"2025"
Cloud Car Pilot,1,44.54,0.1,loose_figure,rebel,"2013"
Cloud Car Pilot,1,44.54,0.1,loose_figure,rebel,"2013"
Cloud Car Pilot,1,44.54,0.1,loose_figure,rebel,"2013"
Cloud Car Pilot,1,44.54,0.1,loose_figure,rebel,"2013"
Cloud Car Pilot,1,44.54,0.1,loose_figure,rebel,"2013"
Cloud Car Pilot,1,44.54,0.1,loose_figure,rebel,"2013"
Cloud Car Pilot,1,44.54,0.1,loose_figure,rebel,"2013"
Cloud Car Pilot,1,44.54,0.1,loose_figure,rebel,"2013"
Cloud Car Pilot,1,44.54,0.1,loose_figure,rebel,"2013"
Cloud Car Pilot,1,44.54,0.1,loose_figure,rebel,"2013"
Cloud Car Pilot,1,44.86,1.4,loose_figure,rebel,"2014"
Cloud Car Pilot,1,29.47,1.4,loose_figure,rebel,"2014"
Cloud Car Pilot,1,31.1,1.4,loose_figure,rebel,"2014"
Cloud Car Pilot,1,40.99,1.4,loose_figure,rebel,"2014"
Cloud Car Pilot,1,49.95,1.4,loose_figure,rebel,"2014"
Cloud Car Pilot,1,42.69,1.4,loose_figure,rebel,"2014"
Cloud Car Pilot,1,36.5,1.4,loose_figure,rebel,"2014"
Cloud Car Pilot,1,71.96,1.4,loose_figure,rebel,"2014"
Cloud Car Pilot,1,48.53,1.4,loose_figure,rebel,"2014"
Cloud Car Pilot,1,41.09,1.4,loose_figure,rebel,"2014"
Cloud Car Pilot,1,43.67,2.0,loose_figure,rebel,"2015"
Cloud Car Pilot,1,47.75,2.0,loose_figure,rebel,"2015"
Cloud Car Pilot,1,42.0,2.0,loose_figure,rebel,"2015"
Cloud Car Pilot,1,70.08,2.0,loose_figure,rebel,"2015"
Cloud Car Pilot,1,37.95,2.0,loose_figure,rebel,"2015"
Cloud Car Pilot,1,34.67,2.0,loose_figure,rebel,"2015"
Cloud Car Pilot,1,85.64,2.0,loose_figure,rebel,"2015"
Cloud Car Pilot,1,69.73,2.0,loose_figure,rebel,"2015"
Cloud Car Pilot,1,49.99,2.0,loose_figure,rebel,"2015"
Cloud Car Pilot,1,60.52,2.0,loose_figure,rebel,"2015"
Cloud Car Pilot,1,51.58,1.1,loose_figure,rebel,"2016"
Cloud Car Pilot,1,99.99,1.1,loose_figure,rebel,"2016"
Cloud Car Pilot,1,59.99,1.1,loose_figure,rebel,"2016"
Cloud Car Pilot,1,52.3,1.1,loose_figure,rebel,"2016"
Cloud Car Pilot,1,72.4,1.1,loose_figure,rebel,"2016"
Cloud Car Pilot,1,50.99,1.1,loose_figure,rebel,"2016"
Cloud Car Pilot,1,55.99,1.1,loose_figure,rebel,"2016"
Cloud Car Pilot,1,66.72,1.1,loose_figure,rebel,"2016"
Cloud Car Pilot,1,69.99,1.1,loose_figure,rebel,"2016"
Cloud Car Pilot,1,99.99,1.1,loose_figure,rebel,"2016"
Cloud Car Pilot,1,145.49,1.6,loose_figure,rebel,"2017"
Cloud Car Pilot,1,67.75,1.6,loose_figure,rebel,"2017"
Cloud Car Pilot,1,105.52,1.6,loose_figure,rebel,"2017"
Cloud Car Pilot,1,105.71,1.6,loose_figure,rebel,"2017"
Cloud Car Pilot,1,88.18,1.6,loose_figure,rebel,"2017"
Cloud Car Pilot,1,73.0,1.6,loose_figure,rebel,"2017"
Cloud Car Pilot,1,81.52,1.6,loose_figure,rebel,"2017"
Cloud Car Pilot,1,865.6,1.6,loose_figure,rebel,"2017"
Cloud Car Pilot,1,55.5,1.6,loose_figure,rebel,"2017"
Cloud Car Pilot,1,158.37,1.6,loose_figure,rebel,"2017"
Cloud Car Pilot,1,137.5,2.5,loose_figure,rebel,"2018"
Cloud Car Pilot,1,62.0,2.5,loose_figure,rebel,"2018"
Cloud Car Pilot,1,75.52,2.5,loose_figure,rebel,"2018"
Cloud Car Pilot,1,82.81,2.5,loose_figure,rebel,"2018"
Cloud Car Pilot,1,106.29,2.5,loose_figure,rebel,"2018"
Cloud Car Pilot,1,123.5,2.5,loose_figure,rebel,"2018"
Cloud Car Pilot,1,83.14,2.5,loose_figure,rebel,"2018"
Cloud Car Pilot,1,236.49,2.5,loose_figure,rebel,"2018"
Cloud Car Pilot,1,154.39,2.5,loose_figure,rebel,"2018"
Cloud Car Pilot,1,96.0,2.5,loose_figure,rebel,"2018"
Cloud Car Pilot,1,103.5,2.3,loose_figure,rebel,"2019"
Cloud Car Pilot,1,78.62,2.3,loose_figure,rebel,"2019"
Cloud Car Pilot,1,228.51,2.3,loose_figure,rebel,"2019"
Cloud Car Pilot,1,62.0,2.3,loose_figure,rebel,"2019"
Cloud Car Pilot,1,53.42,2.3,loose_figure,rebel,"2019"
Cloud Car Pilot,1,86.0,2.3,loose_figure,rebel,"2019"
Cloud Car Pilot,1,66.05,2.3,loose_figure,rebel,"2019"
Cloud Car Pilot,1,363.26,2.3,loose_figure,rebel,"2019"
Cloud Car Pilot,1,95.15,2.3,loose_figure,rebel,"2019"
Cloud Car Pilot,1,58.0,2.3,loose_figure,rebel,"2019"
Cloud Car Pilot,1,85.92,2.0,loose_figure,rebel,"2020"
Cloud Car Pilot,1,1495.0,2.0,loose_figure,rebel,"2020"
Cloud Car Pilot,1,154.49,2.0,loose_figure,rebel,"2020"
Cloud Car Pilot,1,66.61,2.0,loose_figure,rebel,"2020"
Cloud Car Pilot,1,113.78,2.0,loose_figure,rebel,"2020"
Cloud Car Pilot,1,74.99,2.0,loose_figure,rebel,"2020"
Cloud Car Pilot,1,108.39,2.0,loose_figure,rebel,"2020"
Cloud Car Pilot,1,93.16,2.0,loose_figure,rebel,"2020"
Cloud Car Pilot,1,84.7,2.0,loose_figure,rebel,"2020"
Cloud Car Pilot,1,87.17,2.0,loose_figure,rebel,"2020"
Cloud Car Pilot,1,135.0,3.2,loose_figure,rebel,"2021"
Cloud Car Pilot,1,919.0,3.2,loose_figure,rebel,"2021"
Cloud Car Pilot,1,215.76,3.2,loose_figure,rebel,"2021"
Cloud Car Pilot,1,115.39,3.2,loose_figure,rebel,"2021"
Cloud Car Pilot,1,128.5,3.2,loose_figure,rebel,"2021"
Cloud Car Pilot,1,169.99,3.2,loose_figure,rebel,"2021"
Cloud Car Pilot,1,201.05,3.2,loose_figure,rebel,"2021"
Cloud Car Pilot,1,189.05,3.2,loose_figure,rebel,"2021"
Cloud Car Pilot,1,159.99,3.2,loose_figure,rebel,"2021"
Cloud Car Pilot,1,307.33,3.2,loose_figure,rebel,"2021"
Cloud Car Pilot,1,190.54,2.4,loose_figure,rebel,"2022"
Cloud Car Pilot,1,223.5,2.4,loose_figure,rebel,"2022"
Cloud Car Pilot,1,83.36,2.4,loose_figure,rebel,"2022"
Cloud Car Pilot,1,144.49,2.4,loose_figure,rebel,"2022"
Cloud Car Pilot,1,118.0,2.4,loose_figure,rebel,"2022"
Cloud Car Pilot,1,125.02,2.4,loose_figure,rebel,"2022"
Cloud Car Pilot,1,306.99,2.4,loose_figure,rebel,"2022"
Cloud Car Pilot,1,150.0,2.4,loose_figure,rebel,"2022"
Cloud Car Pilot,1,102.5,2.4,loose_figure,rebel,"2022"
Cloud Car Pilot,1,199.5,2.4,loose_figure,rebel,"2022"
Cloud Car Pilot,1,141.89,5.3,loose_figure,rebel,"2023"
Cloud Car Pilot,1,103.0,5.3,loose_figure,rebel,"2023"
Cloud Car Pilot,1,176.4,5.3,loose_figure,rebel,"2023"
Cloud Car Pilot,1,306.0,5.3,loose_figure,rebel,"2023"
Cloud Car Pilot,1,96.0,5.3,loose_figure,rebel,"2023"
Cloud Car Pilot,1,229.47,5.3,loose_figure,rebel,"2023"
Cloud Car Pilot,1,113.0,5.3,loose_figure,rebel,"2023"
Cloud Car Pilot,1,158.74,5.3,loose_figure,rebel,"2023"
Cloud Car Pilot,1,197.54,5.3,loose_figure,rebel,"2023"
Cloud Car Pilot,1,126.34,5.3,loose_figure,rebel,"2023"
Cloud Car Pilot,1,120.27,2.6,loose_figure,rebel,"2024"
Cloud Car Pilot,1,106.04,2.6,loose_figure,rebel,"2024"
Cloud Car Pilot,1,1411.44,2.6,loose_figure,rebel,"2024"
Cloud Car Pilot,1,111.5,2.6,loose_figure,rebel,"2024"
Cloud Car Pilot,1,150.0,2.6,loose_figure,rebel,"2024"
Cloud Car Pilot,1,164.82,2.6,loose_figure,rebel,"2024"
Cloud Car Pilot,1,269.99,2.6,loose_figure,rebel,"2024"
Cloud Car Pilot,1,93.82,2.6,loose_figure,rebel,"2024"
Cloud Car Pilot,1,159.95,2.6,loose_figure,rebel,"2024"
Cloud Car Pilot,1,125.0,2.6,loose_figure,rebel,"2024"
Cloud Car Pilot,1,174.99,1.0,loose_figure,rebel,"2025"
Cloud Car Pilot,1,214.02,1.0,loose_figure,rebel,"2025"
Cloud Car Pilot,1,330.0,1.0,loose_figure,rebel,"2025"
Cloud Car Pilot,1,117.82,1.0,loose_figure,rebel,"2025"
Cloud Car Pilot,1,119.97,1.0,loose_figure,rebel,"2025"
Cloud Car Pilot,1,210.96,1.0,loose_figure,rebel,"2025"
Cloud Car Pilot,1,114.5,1.0,loose_figure,rebel,"2025"
Cloud Car Pilot,1,90.0,1.0,loose_figure,rebel,"2025"
Cloud Car Pilot,1,81.48,1.0,loose_figure,rebel,"2025"
Cloud Car Pilot,1,224.99,1.0,loose_figure,rebel,"2025"
Cloud Car Pilot,0,172.8,2.0,moc_figure,rebel,"2009"
Cloud Car Pilot,0,213.51,1.0,moc_figure,rebel,"2013"
Cloud Car Pilot,0,114.08,6.0,moc_figure,rebel,"2014"
Cloud Car Pilot,0,76.77,8.0,moc_figure,rebel,"2014"
Cloud Car Pilot,0,73.16,6.0,moc_figure,rebel,"2014"
Cloud Car Pilot,0,64.07,8.0,moc_figure,rebel,"2014"
Cloud Car Pilot,0,59.51,2.0,moc_figure,rebel,"2014"
Cloud Car Pilot,0,56.51,7.0,moc_figure,rebel,"2014"
Cloud Car Pilot,0,69.98,1.0,moc_figure,rebel,"2014"
Cloud Car Pilot,0,56.98,1.0,moc_figure,rebel,"2014"
Cloud Car Pilot,0,140.37,2.0,moc_figure,rebel,"2014"
Cloud Car Pilot,0,64.61,3.0,moc_figure,rebel,"2014"
Cloud Car Pilot,0,59.27,2.0,moc_figure,rebel,"2014"
Cloud Car Pilot,0,69.6,4.0,moc_figure,rebel,"2014"
Cloud Car Pilot,0,118.85,14.0,moc_figure,rebel,"2015"
Cloud Car Pilot,0,115.78,3.0,moc_figure,rebel,"2015"
Cloud Car Pilot,0,73.77,7.0,moc_figure,rebel,"2015"
Cloud Car Pilot,0,86.63,4.0,moc_figure,rebel,"2015"
Cloud Car Pilot,0,103.16,4.0,moc_figure,rebel,"2015"
Cloud Car Pilot,0,88.95,5.0,moc_figure,rebel,"2015"
Cloud Car Pilot,0,108.77,3.0,moc_figure,rebel,"2015"
Cloud Car Pilot,0,111.66,4.0,moc_figure,rebel,"2015"
Cloud Car Pilot,0,436.82,4.0,moc_figure,rebel,"2015"
Cloud Car Pilot,0,95.41,5.0,moc_figure,rebel,"2015"
Cloud Car Pilot,0,83.14,5.0,moc_figure,rebel,"2015"
Cloud Car Pilot,0,79.17,7.0,moc_figure,rebel,"2015"
Cloud Car Pilot,0,111.03,6.0,moc_figure,rebel,"2016"
Cloud Car Pilot,0,97.19,3.0,moc_figure,rebel,"2016"
Cloud Car Pilot,0,66.44,5.0,moc_figure,rebel,"2016"
Cloud Car Pilot,0,72.66,7.0,moc_figure,rebel,"2016"
Cloud Car Pilot,0,216.66,6.0,moc_figure,rebel,"2016"
Cloud Car Pilot,0,78.17,5.0,moc_figure,rebel,"2016"
Cloud Car Pilot,0,141.66,1.0,moc_figure,rebel,"2016"
Cloud Car Pilot,0,73.28,3.0,moc_figure,rebel,"2016"
Cloud Car Pilot,0,74.56,3.0,moc_figure,rebel,"2016"
Cloud Car Pilot,0,86.21,5.0,moc_figure,rebel,"2016"
Cloud Car Pilot,0,87.92,6.0,moc_figure,rebel,"2016"
Cloud Car Pilot,0,113.85,3.0,moc_figure,rebel,"2016"
Cloud Car Pilot,0,168.63,3.0,moc_figure,rebel,"2017"
Cloud Car Pilot,0,94.99,11.0,moc_figure,rebel,"2017"
Cloud Car Pilot,0,90.44,4.0,moc_figure,rebel,"2017"
Cloud Car Pilot,0,91.88,2.0,moc_figure,rebel,"2017"
